,leiden_0.5,leiden_1,leiden_2,perturbation,UMAP1,UMAP2
E7.5:injection8:clone_1165,0,7,13,Lgr4,-1.9054188,-0.096711084
E7.5:injection8:clone_1189,0,7,14,EGFP-1,-3.8793411,0.23758967
E7.5:injection8:clone_1192,2,0,21,Fzd2,8.836494,-3.6450508
E7.5:injection8:clone_1197,1,4,9,EGFP-1,8.709533,-0.5733995
E7.5:injection8:clone_12,6,9,11,Acvr2a,14.329428,5.9937553
E7.5:injection8:clone_120,1,3,9,Lrp2,9.336595,-0.8706284
E7.5:injection8:clone_1203,3,2,6,EGFP-1,8.331963,-7.9758344
E7.5:injection8:clone_1204,2,0,8,NA,8.265456,-5.8383107
E7.5:injection8:clone_1206,3,2,3,EGFP-1,8.79517,-8.563292
E7.5:injection8:clone_121,2,0,8,NA,8.494855,-7.3608565
E7.5:injection8:clone_122,3,2,6,Fzd2,7.2277837,-9.985212
E7.5:injection8:clone_1220,0,1,0,EGFP-1,-2.9039886,3.0604398
E7.5:injection8:clone_123,0,7,14,Acvr2a,-3.7086306,1.0925853
E7.5:injection8:clone_1230,4,5,12,EGFP-1,13.533993,0.33007032
E7.5:injection8:clone_1240,4,3,9,EGFP-1,11.24335,1.9063401
E7.5:injection8:clone_125,5,6,4,Acvr2a,12.90267,-3.1600306
E7.5:injection8:clone_1250,1,3,9,Lgr4,9.7020035,0.8969879
E7.5:injection8:clone_1255,1,4,1,Acvr2a,8.079703,-0.44534332
E7.5:injection8:clone_126,2,0,2,uncertain,10.0195675,-2.9038088
E7.5:injection8:clone_1262,0,7,13,EGFP-1,-2.4019694,0.031020662
E7.5:injection8:clone_1266,2,0,21,Fzd2,9.050982,-3.881755
E7.5:injection8:clone_1270,3,2,6,EGFP-1,8.289906,-8.824677
E7.5:injection8:clone_1295,1,3,7,Lrp2,8.059306,0.83861846
E7.5:injection8:clone_13,3,2,6,EGFP-1,7.283489,-9.38438
E7.5:injection8:clone_1308,6,9,11,Fzd2,11.852746,2.8147855
E7.5:injection8:clone_131,1,3,7,EGFP-1,8.464385,0.5528713
E7.5:injection8:clone_1315,3,2,6,EGFP-1,8.042647,-9.566529
E7.5:injection8:clone_1319,4,5,12,EGFP-1,14.155662,0.3606353
E7.5:injection8:clone_1325,2,0,4,Lgr4,10.813523,-4.6391587
E7.5:injection8:clone_133,5,6,4,Fgfr1,11.662259,-4.1061535
E7.5:injection8:clone_134,2,0,8,EGFP-1,8.572021,-7.515587
E7.5:injection8:clone_1342,2,0,8,Lgr4,8.041478,-5.9849396
E7.5:injection8:clone_1343,3,2,6,Lrp2,8.191091,-8.964818
E7.5:injection8:clone_1359,1,4,9,Acvr2a,9.217505,-0.50512433
E7.5:injection8:clone_136,4,5,12,Lgr4,14.017788,-0.24649535
E7.5:injection8:clone_1366,1,3,1,Fgfr1,8.56004,-0.18060815
E7.5:injection8:clone_1369,1,4,1,uncertain,8.134003,-1.7585899
E7.5:injection8:clone_1371,0,7,14,Fzd2,-3.7164304,1.472462
E7.5:injection8:clone_1372,0,7,13,Lgr4,-1.2522273,0.14817117
E7.5:injection8:clone_1374,4,5,12,EGFP-1,13.269781,0.7432231
E7.5:injection8:clone_1391,1,3,9,EGFP-1,9.943179,0.18297364
E7.5:injection8:clone_1400,4,5,12,NA,12.980532,0.5648239
E7.5:injection8:clone_1401,0,1,0,Fgfr1,-3.7746007,3.258127
E7.5:injection8:clone_141,1,3,7,EGFP-1,8.505009,1.1165819
E7.5:injection8:clone_1410,4,5,12,EGFP-1,13.144896,1.2347871
E7.5:injection8:clone_1421,0,1,0,EGFP-1,-4.109821,4.032192
E7.5:injection8:clone_1435,2,0,4,Lrp2,10.736308,-4.255381
E7.5:injection8:clone_144,1,4,1,EGFP-1,8.685415,-2.7412837
E7.5:injection8:clone_1441,1,3,7,Acvr2a,9.183996,0.2473064
E7.5:injection8:clone_1444,0,7,14,Acvr2a,-4.0794864,0.6695981
E7.5:injection8:clone_1445,1,4,10,Acvr2a,9.960937,-2.0252223
E7.5:injection8:clone_1456,6,9,11,Lgr4,14.195282,5.664139
E7.5:injection8:clone_1457,1,3,7,Lgr4,8.499088,0.66591275
E7.5:injection8:clone_1466,4,5,5,NA,12.970762,1.7448828
E7.5:injection8:clone_148,4,5,5,Acvr2a,13.078157,2.663701
E7.5:injection8:clone_149,2,0,21,EGFP-1,10.297875,-3.8002658
E7.5:injection8:clone_1493,1,3,7,EGFP-1,9.069971,0.4869703
E7.5:injection8:clone_1495,2,0,8,Acvr2a,8.634508,-5.2412186
E7.5:injection8:clone_15,4,3,9,EGFP-1,11.401755,2.3312821
E7.5:injection8:clone_1507,2,0,8,NA,8.710075,-6.632934
E7.5:injection8:clone_1512,4,5,12,uncertain,14.232485,0.06749947
E7.5:injection8:clone_1533,3,2,6,EGFP-1,6.065514,-9.338959
E7.5:injection8:clone_1540,0,1,0,EGFP-1,-3.6019912,2.962504
E7.5:injection8:clone_1542,0,1,0,EGFP-1,-2.810024,3.8951998
E7.5:injection8:clone_1545,6,9,11,uncertain,11.70877,2.5873775
E7.5:injection8:clone_1553,1,3,1,EGFP-1,8.567765,-0.2964917
E7.5:injection8:clone_1554,2,0,8,Fzd2,9.169465,-5.822547
E7.5:injection8:clone_1559,1,4,1,EGFP-1,9.019726,-1.8357654
E7.5:injection8:clone_156,3,2,6,uncertain,7.226003,-9.789501
E7.5:injection8:clone_1564,4,5,5,EGFP-1,12.42644,3.187457
E7.5:injection8:clone_1567,1,3,7,Lgr4,8.461051,0.801932
E7.5:injection8:clone_157,3,2,6,EGFP-1,6.490265,-8.742753
E7.5:injection8:clone_1579,10,15,24,multi_gRNA,9.278379,14.976804
E7.5:injection8:clone_158,5,6,4,Fgfr1,15.016459,-3.7579422
E7.5:injection8:clone_1581,3,2,6,Lrp2,6.599501,-9.209533
E7.5:injection8:clone_1582,5,6,4,Fzd2,15.121067,-3.9157536
E7.5:injection8:clone_1584,6,9,11,Acvr2a,14.163811,6.027685
E7.5:injection8:clone_16,3,2,6,Lgr4,6.038161,-9.14394
E7.5:injection8:clone_162,3,2,6,Fgfr1,5.9443884,-8.780905
E7.5:injection8:clone_163,2,0,21,NA,9.357916,-3.7776382
E7.5:injection8:clone_164,0,7,14,EGFP-1,-3.310927,-0.16698864
E7.5:injection8:clone_165,0,1,0,Fgfr1,-2.9624958,4.1481566
E7.5:injection8:clone_1655,10,15,24,Acvr2a,9.1973,14.9765415
E7.5:injection8:clone_1659,2,0,21,Fgfr1,9.018281,-4.6118364
E7.5:injection8:clone_167,1,3,9,uncertain,9.762396,0.6972504
E7.5:injection8:clone_1676,0,7,13,NA,-1.3103659,0.42127907
E7.5:injection8:clone_168,1,3,7,EGFP-1,7.825291,0.8629628
E7.5:injection8:clone_1681,1,4,16,EGFP-1,9.691077,-0.97396874
E7.5:injection8:clone_169,0,1,0,Acvr2a,-4.2723336,3.1276495
E7.5:injection8:clone_170,3,2,6,Fgfr1,6.2640257,-8.854714
E7.5:injection8:clone_1705,0,7,14,Fzd2,-3.6395245,0.2665337
E7.5:injection8:clone_1707,3,2,6,NA,8.7955475,-8.486619
E7.5:injection8:clone_171,1,3,9,Fgfr1,9.75452,0.09777236
E7.5:injection8:clone_1715,0,1,0,EGFP-1,-5.3634253,2.847215
E7.5:injection8:clone_1724,2,0,8,Fzd2,9.0692625,-6.883
E7.5:injection8:clone_1727,5,6,4,Acvr2a,12.645723,-5.097307
E7.5:injection8:clone_175,4,5,12,EGFP-1,13.645832,0.11836712
E7.5:injection8:clone_1751,1,3,7,Fzd2,8.160447,0.9418982
E7.5:injection8:clone_1756,5,6,4,Acvr2a,13.946407,-4.065326
E7.5:injection8:clone_1767,5,6,4,Acvr2a,13.945778,-4.313707
E7.5:injection8:clone_178,0,7,13,Lrp2,-2.8030581,0.8924382
E7.5:injection8:clone_1799,2,0,21,Acvr2a,8.8288965,-4.7630563
E7.5:injection8:clone_1805,1,3,9,EGFP-1,9.460172,0.6493472
E7.5:injection8:clone_184,0,7,13,NA,-2.2223973,0.11781183
E7.5:injection8:clone_1850,1,3,1,NA,8.585751,-0.18676856
E7.5:injection8:clone_186,3,2,6,Acvr2a,7.261287,-10.087936
E7.5:injection8:clone_187,0,7,14,Fzd2,-2.6577554,0.21466556
E7.5:injection8:clone_189,4,5,5,uncertain,12.632498,3.053766
E7.5:injection8:clone_19,3,2,6,Acvr2a,5.944644,-9.142881
E7.5:injection8:clone_1902,0,7,13,NA,-1.1738313,0.5061697
E7.5:injection8:clone_191,0,1,0,Lgr4,-4.090976,3.5168312
E7.5:injection8:clone_194,3,2,6,EGFP-1,6.338686,-8.7003145
E7.5:injection8:clone_1955,1,4,1,NA,8.090258,-1.4449681
E7.5:injection8:clone_1956,0,1,0,multi_gRNA,-2.77917,2.8297143
E7.5:injection8:clone_1985,0,1,0,uncertain,-3.7241724,4.6890736
E7.5:injection8:clone_199,3,2,6,Lgr4,7.6337905,-9.871877
E7.5:injection8:clone_1995,5,6,4,Acvr2a,14.400725,-4.4955277
E7.5:injection8:clone_2,0,1,0,Lrp2,-3.4159539,3.4562926
E7.5:injection8:clone_201,0,7,14,Fgfr1,-3.9964094,1.1224406
E7.5:injection8:clone_202,1,3,9,Fgfr1,9.757812,0.8554588
E7.5:injection8:clone_2023,3,2,6,uncertain,8.152912,-9.3862505
E7.5:injection8:clone_2052,0,1,0,NA,-4.1039824,4.0210214
E7.5:injection8:clone_206,5,6,4,EGFP-1,12.699553,-4.850954
E7.5:injection8:clone_2064,4,5,12,Acvr2a,13.212592,0.47181973
E7.5:injection8:clone_207,1,3,7,Acvr2a,8.321774,0.30935535
E7.5:injection8:clone_2076,1,3,1,EGFP-1,8.864107,0.24480882
E7.5:injection8:clone_2083,2,0,8,Lgr4,8.388864,-5.57966
E7.5:injection8:clone_2085,5,6,4,EGFP-1,15.253606,-4.0986457
E7.5:injection8:clone_210,2,0,21,Lgr4,9.068836,-4.5485764
E7.5:injection8:clone_2104,1,8,10,Acvr2a,11.3903055,-2.2575905
E7.5:injection8:clone_211,4,5,12,uncertain,13.95539,0.62290174
E7.5:injection8:clone_2117,4,3,9,Acvr2a,10.814966,2.3405807
E7.5:injection8:clone_2139,2,0,8,EGFP-1,8.511694,-7.141927
E7.5:injection8:clone_2141,3,2,3,uncertain,8.76087,-9.367416
E7.5:injection8:clone_215,1,3,7,Acvr2a,8.591387,0.07861604
E7.5:injection8:clone_2173,1,3,7,Acvr2a,8.33921,0.5624405
E7.5:injection8:clone_2178,2,0,8,Acvr2a,8.371077,-7.657662
E7.5:injection8:clone_22,6,9,11,Fzd2,14.629674,6.2449427
E7.5:injection8:clone_220,2,0,21,Acvr2a,8.902831,-3.1456234
E7.5:injection8:clone_221,4,5,12,Lrp2,13.249409,1.6351548
E7.5:injection8:clone_2238,4,3,9,Acvr2a,10.913014,2.2513165
E7.5:injection8:clone_227,3,2,6,EGFP-1,7.332334,-7.5224943
E7.5:injection8:clone_2277,0,12,18,EGFP-1,-1.6344625,1.9854754
E7.5:injection8:clone_2284,1,8,10,Lrp2,10.761281,-2.552709
E7.5:injection8:clone_2286,3,2,6,NA,6.8074684,-9.423834
E7.5:injection8:clone_229,2,0,8,Lrp2,8.6122,-6.2799425
E7.5:injection8:clone_2301,0,7,14,Acvr2a,-4.1863847,0.922556
E7.5:injection8:clone_234,0,7,14,Fgfr1,-3.1870656,-0.07220801
E7.5:injection8:clone_236,1,3,1,Fgfr1,8.730872,-0.6169682
E7.5:injection8:clone_237,3,2,6,Lgr4,6.556437,-9.136742
E7.5:injection8:clone_238,0,1,0,Fgfr1,-2.4652557,2.845171
E7.5:injection8:clone_2388,4,5,12,EGFP-1,13.280264,1.0215008
E7.5:injection8:clone_2392,5,6,4,Acvr2a,13.704178,-3.6265838
E7.5:injection8:clone_2401,1,4,1,Fzd2,7.8048472,-1.7740281
E7.5:injection8:clone_241,3,2,6,Acvr2a,8.597588,-8.624297
E7.5:injection8:clone_246,3,2,6,Acvr2a,6.134541,-8.956497
E7.5:injection8:clone_247,3,2,6,EGFP-1,8.130903,-8.915066
E7.5:injection8:clone_249,6,9,11,NA,12.015547,2.9114401
E7.5:injection8:clone_251,10,15,24,EGFP-1,9.446076,15.150693
E7.5:injection8:clone_252,3,2,6,NA,8.020019,-9.309993
E7.5:injection8:clone_2521,1,4,9,EGFP-1,9.274388,-0.89910734
E7.5:injection8:clone_254,10,15,24,Fgfr1,9.519081,15.220775
E7.5:injection8:clone_255,3,2,6,EGFP-1,6.718519,-8.898509
E7.5:injection8:clone_256,1,8,10,EGFP-1,10.876948,-2.2412217
E7.5:injection8:clone_2579,3,2,6,Acvr2a,7.057586,-9.702236
E7.5:injection8:clone_26,2,0,8,Acvr2a,8.88159,-7.205628
E7.5:injection8:clone_260,2,0,2,Lgr4,9.875646,-4.271627
E7.5:injection8:clone_2622,5,8,19,Fzd2,12.545236,-2.4230342
E7.5:injection8:clone_267,2,0,8,Lgr4,8.675004,-5.0937
E7.5:injection8:clone_268,0,1,0,Lgr4,-3.9910052,4.9225254
E7.5:injection8:clone_27,3,2,6,EGFP-1,7.9155555,-8.159153
E7.5:injection8:clone_273,3,2,6,Lgr4,7.3076286,-9.952416
E7.5:injection8:clone_275,1,3,9,Lrp2,9.483693,0.23364276
E7.5:injection8:clone_279,1,3,7,Lgr4,8.293139,0.9835512
E7.5:injection8:clone_282,3,2,6,Acvr2a,7.761281,-9.004041
E7.5:injection8:clone_284,5,8,19,Lgr4,13.634232,-2.2493987
E7.5:injection8:clone_290,2,0,8,Lgr4,9.544247,-5.0319757
E7.5:injection8:clone_292,3,2,6,EGFP-1,6.7684965,-8.667744
E7.5:injection8:clone_294,1,3,7,Fzd2,8.281785,0.1973532
E7.5:injection8:clone_3,3,2,6,Acvr2a,7.055302,-9.483124
E7.5:injection8:clone_30,5,6,4,Fgfr1,14.605437,-4.2111897
E7.5:injection8:clone_300,1,3,10,Lgr4,9.902679,-0.70899975
E7.5:injection8:clone_307,6,9,11,Lrp2,14.426917,5.86933
E7.5:injection8:clone_310,3,2,6,multi_gRNA,6.350167,-9.435411
E7.5:injection8:clone_311,1,3,7,Lgr4,7.9614,1.1544815
E7.5:injection8:clone_312,1,4,21,multi_gRNA,9.494282,-2.6298153
E7.5:injection8:clone_313,3,2,6,EGFP-1,6.3374934,-9.128011
E7.5:injection8:clone_315,3,2,6,Lgr4,7.2364044,-7.6957974
E7.5:injection8:clone_317,4,5,12,Fzd2,13.301472,0.34885088
E7.5:injection8:clone_319,1,3,7,Fzd2,8.19243,1.2653893
E7.5:injection8:clone_32,3,2,6,Acvr2a,7.5159492,-8.560701
E7.5:injection8:clone_321,1,3,1,EGFP-1,8.396213,-0.17561148
E7.5:injection8:clone_336,1,3,7,Lgr4,8.793025,1.2202421
E7.5:injection8:clone_339,3,2,6,Fgfr1,6.749111,-9.641962
E7.5:injection8:clone_342,1,3,7,NA,8.755206,1.3162335
E7.5:injection8:clone_352,4,5,12,uncertain,13.021769,0.69674814
E7.5:injection8:clone_353,3,2,6,uncertain,7.61475,-9.157843
E7.5:injection8:clone_354,3,2,6,NA,7.608753,-9.592667
E7.5:injection8:clone_355,3,2,6,uncertain,7.512832,-10.20329
E7.5:injection8:clone_359,1,4,16,EGFP-1,10.749621,-0.6416531
E7.5:injection8:clone_36,3,2,6,Lgr4,6.5983295,-8.436902
E7.5:injection8:clone_364,3,2,6,Lgr4,6.333601,-9.62624
E7.5:injection8:clone_365,1,4,1,Lrp2,8.153991,-1.6501235
E7.5:injection8:clone_367,0,7,14,Acvr2a,-4.16931,-0.29049152
E7.5:injection8:clone_37,3,2,6,Fzd2,6.3297877,-9.092973
E7.5:injection8:clone_373,3,2,6,multi_gRNA,7.7405305,-8.9680805
E7.5:injection8:clone_374,0,7,13,EGFP-1,-2.598975,1.8246069
E7.5:injection8:clone_379,1,3,9,Lgr4,10.814808,0.322056
E7.5:injection8:clone_381,3,2,6,Lgr4,7.138687,-7.495344
E7.5:injection8:clone_383,0,7,14,Lgr4,-3.9206424,1.0673101
E7.5:injection8:clone_386,2,0,8,Fzd2,8.621868,-6.220027
E7.5:injection8:clone_388,1,3,7,Fzd2,8.486862,1.2738622
E7.5:injection8:clone_390,5,6,4,Acvr2a,13.608406,-3.305631
E7.5:injection8:clone_396,0,1,0,EGFP-1,-3.5962815,2.9313676
E7.5:injection8:clone_397,1,4,1,Lgr4,8.14256,-0.52617127
E7.5:injection8:clone_398,5,6,4,Lgr4,14.0120945,-3.8980615
E7.5:injection8:clone_399,4,5,12,Lrp2,13.721988,0.10056131
E7.5:injection8:clone_403,10,15,24,Acvr2a,9.371517,14.934096
E7.5:injection8:clone_406,3,2,6,Fgfr1,6.444216,-9.373601
E7.5:injection8:clone_41,3,2,6,Acvr2a,6.2102733,-9.491303
E7.5:injection8:clone_415,4,5,12,EGFP-1,14.231118,0.6545046
E7.5:injection8:clone_42,3,2,6,Lgr4,6.7283926,-8.287791
E7.5:injection8:clone_421,3,2,6,Acvr2a,6.3398128,-8.671229
E7.5:injection8:clone_422,1,3,9,Fgfr1,10.614749,1.3318743
E7.5:injection8:clone_424,3,2,6,EGFP-1,6.885143,-9.297028
E7.5:injection8:clone_425,3,2,6,Acvr2a,7.4910717,-9.979521
E7.5:injection8:clone_428,3,2,6,Acvr2a,6.422564,-8.66219
E7.5:injection8:clone_429,3,2,6,EGFP-1,6.6226206,-8.994873
E7.5:injection8:clone_43,1,3,1,Fzd2,8.950706,-0.46678013
E7.5:injection8:clone_430,2,0,8,Lgr4,10.062807,-7.0266147
E7.5:injection8:clone_436,2,0,8,Lgr4,9.444627,-6.9639792
E7.5:injection8:clone_445,1,3,9,EGFP-1,9.590081,0.24784851
E7.5:injection8:clone_447,5,6,4,Lgr4,13.615543,-3.4541388
E7.5:injection8:clone_450,3,2,6,Lgr4,7.9908404,-9.297679
E7.5:injection8:clone_453,2,0,8,Fgfr1,10.296368,-5.28488
E7.5:injection8:clone_455,1,3,7,Fgfr1,9.027874,1.0176297
E7.5:injection8:clone_46,3,2,6,multi_gRNA,6.4196997,-9.6167345
E7.5:injection8:clone_463,3,2,6,Acvr2a,7.5164003,-8.609527
E7.5:injection8:clone_464,0,7,14,Lgr4,-3.030777,1.0761442
E7.5:injection8:clone_466,1,3,9,Acvr2a,9.7810335,0.77961946
E7.5:injection8:clone_468,3,2,6,EGFP-1,8.17122,-8.497021
E7.5:injection8:clone_469,10,15,24,EGFP-1,9.568898,15.262894
E7.5:injection8:clone_473,4,5,12,Fzd2,13.8741045,0.13284138
E7.5:injection8:clone_480,1,3,9,NA,10.074407,1.3885411
E7.5:injection8:clone_483,2,0,8,Fgfr1,8.51463,-5.5976877
E7.5:injection8:clone_488,0,1,0,NA,-3.354626,4.33522
E7.5:injection8:clone_489,1,3,9,EGFP-1,9.829922,0.5081352
E7.5:injection8:clone_49,5,6,4,Lgr4,15.156177,-3.897482
E7.5:injection8:clone_490,2,0,4,EGFP-1,10.619615,-4.2683263
E7.5:injection8:clone_491,1,3,7,Lrp2,7.8697996,1.0001662
E7.5:injection8:clone_5,2,0,8,Acvr2a,8.758235,-7.2787166
E7.5:injection8:clone_50,3,2,6,Fgfr1,7.25124,-8.147805
E7.5:injection8:clone_502,1,4,16,Acvr2a,10.401102,-0.24739121
E7.5:injection8:clone_510,3,2,6,NA,6.7273097,-9.473947
E7.5:injection8:clone_514,2,0,8,EGFP-1,9.539032,-6.3915515
E7.5:injection8:clone_517,3,2,6,Lrp2,6.2201033,-9.648836
E7.5:injection8:clone_520,4,5,12,uncertain,14.129743,-0.28463322
E7.5:injection8:clone_521,2,0,8,EGFP-1,9.09349,-5.259541
E7.5:injection8:clone_524,3,2,6,Lrp2,7.6378894,-10.100374
E7.5:injection8:clone_525,0,1,0,Fgfr1,-2.795175,2.4354084
E7.5:injection8:clone_529,3,2,6,Fgfr1,7.375762,-9.689963
E7.5:injection8:clone_531,3,2,6,EGFP-1,6.317122,-8.789112
E7.5:injection8:clone_533,1,3,7,Lrp2,8.549146,0.37084737
E7.5:injection8:clone_534,1,3,9,multi_gRNA,10.43533,-0.22488323
E7.5:injection8:clone_538,2,0,8,Fgfr1,8.30854,-7.1060247
E7.5:injection8:clone_540,1,3,7,EGFP-1,8.7456,0.09086779
E7.5:injection8:clone_544,3,2,6,EGFP-1,7.932419,-9.53392
E7.5:injection8:clone_545,0,1,0,EGFP-1,-4.6168203,3.3444288
E7.5:injection8:clone_554,2,0,2,EGFP-1,10.252234,-4.721669
E7.5:injection8:clone_558,2,0,8,NA,8.883918,-6.843447
E7.5:injection8:clone_559,2,0,2,Acvr2a,10.360962,-6.0018473
E7.5:injection8:clone_561,4,5,12,Acvr2a,13.265675,0.5455225
E7.5:injection8:clone_563,1,4,1,EGFP-1,9.410539,-1.750467
E7.5:injection8:clone_564,3,2,6,Acvr2a,7.6452875,-9.285682
E7.5:injection8:clone_568,2,0,21,Fgfr1,9.987517,-3.9598973
E7.5:injection8:clone_571,3,2,6,EGFP-1,6.901247,-7.7251453
E7.5:injection8:clone_575,3,2,6,Fgfr1,6.5178323,-9.394438
E7.5:injection8:clone_577,5,8,19,Acvr2a,12.294971,-2.7512538
E7.5:injection8:clone_579,1,4,1,Fzd2,7.8410296,-0.92873585
E7.5:injection8:clone_582,1,4,1,Fzd2,9.263077,-2.5463865
E7.5:injection8:clone_586,3,2,6,Fzd2,6.693478,-8.224625
E7.5:injection8:clone_588,3,2,6,uncertain,7.5377836,-9.595375
E7.5:injection8:clone_59,10,15,24,multi_gRNA,9.195916,14.866868
E7.5:injection8:clone_590,5,6,4,Lrp2,13.462363,-3.4420316
E7.5:injection8:clone_591,0,7,14,uncertain,-3.3957646,0.5982678
E7.5:injection8:clone_593,2,0,2,Fzd2,10.103485,-4.814248
E7.5:injection8:clone_598,1,3,7,Lrp2,8.094607,0.74829197
E7.5:injection8:clone_6,3,2,6,uncertain,7.7063,-9.238629
E7.5:injection8:clone_60,1,3,7,Fgfr1,8.1160345,0.9325815
E7.5:injection8:clone_600,3,2,6,Lgr4,7.620477,-10.135429
E7.5:injection8:clone_601,5,6,4,EGFP-1,13.129002,-4.8992195
E7.5:injection8:clone_602,1,8,10,Acvr2a,11.505893,-2.4189181
E7.5:injection8:clone_604,3,2,6,Fgfr1,7.593557,-9.704614
E7.5:injection8:clone_606,3,2,6,NA,7.4278345,-9.859497
E7.5:injection8:clone_61,5,6,4,Acvr2a,14.602762,-4.234468
E7.5:injection8:clone_614,4,3,9,Lgr4,11.680197,2.2762594
E7.5:injection8:clone_621,3,2,3,Fgfr1,9.082722,-8.127063
E7.5:injection8:clone_622,3,2,6,uncertain,6.560232,-8.7938385
E7.5:injection8:clone_625,10,15,24,Lrp2,9.360393,15.056714
E7.5:injection8:clone_628,3,2,6,Acvr2a,6.5036535,-9.269913
E7.5:injection8:clone_630,1,3,9,Acvr2a,10.907913,0.88690275
E7.5:injection8:clone_631,1,4,16,uncertain,9.137385,-2.1960945
E7.5:injection8:clone_635,0,7,14,EGFP-1,-4.4031396,1.3911128
E7.5:injection8:clone_638,1,3,7,Fgfr1,7.957629,0.4279554
E7.5:injection8:clone_640,3,2,6,Acvr2a,8.102898,-8.570868
E7.5:injection8:clone_644,1,4,1,NA,8.063639,-0.3839275
E7.5:injection8:clone_647,3,2,6,uncertain,8.112572,-8.999714
E7.5:injection8:clone_649,2,0,8,EGFP-1,8.616653,-6.857491
E7.5:injection8:clone_651,4,5,12,Acvr2a,13.317004,1.691073
E7.5:injection8:clone_652,2,0,8,NA,8.190879,-7.482603
E7.5:injection8:clone_653,3,2,6,EGFP-1,6.95948,-9.33691
E7.5:injection8:clone_654,4,5,12,EGFP-1,14.140049,-0.5021418
E7.5:injection8:clone_660,5,6,4,Acvr2a,15.041649,-3.8845472
E7.5:injection8:clone_662,3,2,6,Acvr2a,7.605123,-7.566018
E7.5:injection8:clone_668,5,6,4,Lgr4,13.172538,-3.9092586
E7.5:injection8:clone_670,1,3,7,NA,7.8512044,0.97477067
E7.5:injection8:clone_671,2,0,8,Lgr4,8.844399,-7.0596194
E7.5:injection8:clone_673,2,0,8,Fzd2,8.048097,-6.947812
E7.5:injection8:clone_678,0,1,0,NA,-3.38351,4.4419217
E7.5:injection8:clone_687,3,2,6,Lgr4,7.90319,-8.793564
E7.5:injection8:clone_698,10,15,24,Lgr4,9.3748665,15.0512705
E7.5:injection8:clone_699,0,1,14,Acvr2a,-4.7298293,2.0796711
E7.5:injection8:clone_703,4,5,12,EGFP-1,12.85167,1.0530822
E7.5:injection8:clone_704,3,2,6,Fzd2,8.332295,-8.285237
E7.5:injection8:clone_706,1,3,7,EGFP-1,8.667645,0.5292369
E7.5:injection8:clone_711,4,5,5,EGFP-1,13.383177,2.274748
E7.5:injection8:clone_714,1,4,1,Acvr2a,8.534645,-0.4976314
E7.5:injection8:clone_717,0,7,14,Lgr4,-3.6803548,0.08754431
E7.5:injection8:clone_722,3,2,6,Acvr2a,6.4594903,-9.9075575
E7.5:injection8:clone_727,4,3,9,EGFP-1,10.400096,1.4731381
E7.5:injection8:clone_730,10,15,24,EGFP-1,9.288791,14.9118
E7.5:injection8:clone_735,4,5,12,NA,12.931913,0.886776
E7.5:injection8:clone_736,4,5,12,Fzd2,13.079968,0.7389862
E7.5:injection8:clone_740,0,1,0,NA,-3.2462418,3.6913002
E7.5:injection8:clone_741,4,5,12,EGFP-1,14.297299,-0.53624487
E7.5:injection8:clone_750,1,3,9,Fzd2,9.424975,0.011103713
E7.5:injection8:clone_751,5,6,4,Acvr2a,12.475867,-4.740911
E7.5:injection8:clone_752,1,8,10,EGFP-1,10.3893175,-1.370367
E7.5:injection8:clone_756,4,5,12,EGFP-1,13.499843,1.0059195
E7.5:injection8:clone_76,3,2,6,uncertain,7.7580023,-8.981517
E7.5:injection8:clone_762,3,2,6,EGFP-1,8.142083,-9.093988
E7.5:injection8:clone_764,3,2,6,Lgr4,8.404013,-8.665955
E7.5:injection8:clone_765,2,0,4,EGFP-1,11.2122965,-3.9420466
E7.5:injection8:clone_775,3,2,6,multi_gRNA,6.697956,-9.76248
E7.5:injection8:clone_778,3,2,6,Fzd2,8.273561,-9.065267
E7.5:injection8:clone_780,1,3,9,Fzd2,9.9822035,0.8277601
E7.5:injection8:clone_787,1,3,7,Lrp2,7.976886,0.784484
E7.5:injection8:clone_788,1,3,7,Acvr2a,9.228949,0.5432356
E7.5:injection8:clone_8,3,2,6,Fgfr1,7.737696,-9.952264
E7.5:injection8:clone_807,3,2,6,NA,7.3797283,-9.575899
E7.5:injection8:clone_809,10,15,24,NA,9.433731,15.132229
E7.5:injection8:clone_81,0,1,0,NA,-3.5860205,4.717089
E7.5:injection8:clone_815,1,8,10,Lgr4,11.25236,-0.6410658
E7.5:injection8:clone_816,0,7,14,uncertain,-2.860997,-0.1659959
E7.5:injection8:clone_82,3,2,6,uncertain,6.2459335,-9.216558
E7.5:injection8:clone_820,2,0,8,Lrp2,8.506209,-7.12
E7.5:injection8:clone_823,5,6,4,EGFP-1,13.475085,-3.828043
E7.5:injection8:clone_83,2,0,8,EGFP-1,8.884975,-7.07413
E7.5:injection8:clone_834,4,5,12,Lrp2,12.839817,0.674879
E7.5:injection8:clone_835,10,15,24,Lgr4,9.326444,15.056425
E7.5:injection8:clone_84,1,3,9,Lrp2,9.033584,-0.16522455
E7.5:injection8:clone_843,3,2,6,NA,8.242543,-8.816268
E7.5:injection8:clone_848,3,2,6,Fzd2,7.426836,-7.855149
E7.5:injection8:clone_849,1,4,1,EGFP-1,8.877328,-2.8005822
E7.5:injection8:clone_85,5,6,4,NA,13.840672,-3.305612
E7.5:injection8:clone_850,0,7,14,EGFP-1,-3.506133,1.2232404
