,leiden_0.5,leiden_1,leiden_2,perturbation,UMAP1,UMAP2
E7.5:injection5:clone_50,2,0,2,NA,10.613296,-5.3598986
E7.5:injection5:clone_502,1,8,10,NA,11.397124,-0.3196586
E7.5:injection5:clone_503,5,8,19,NA,13.417583,-1.9871547
E7.5:injection5:clone_504,3,2,3,NA,9.882437,-8.543771
E7.5:injection5:clone_506,4,5,12,NA,14.028624,0.6086745
E7.5:injection5:clone_509,5,6,4,NA,12.906185,-4.41488
E7.5:injection5:clone_51,3,2,3,NA,9.198791,-7.871961
E7.5:injection5:clone_511,3,2,3,NA,8.940526,-9.044235
E7.5:injection5:clone_512,5,6,4,NA,13.599757,-3.8233716
E7.5:injection5:clone_513,9,13,20,NA,14.919186,-16.97413
E7.5:injection5:clone_518,1,4,16,NA,10.637685,-1.6373354
E7.5:injection5:clone_519,1,3,7,NA,9.650987,0.91004306
E7.5:injection5:clone_52,1,3,7,NA,9.293964,0.599219
E7.5:injection5:clone_520,0,1,0,NA,-5.5239687,2.4058447
E7.5:injection5:clone_522,1,3,7,NA,8.923085,1.9627172
E7.5:injection5:clone_523,1,4,16,NA,10.841757,-0.64513934
E7.5:injection5:clone_525,1,3,7,NA,10.8042965,0.5312073
E7.5:injection5:clone_528,3,2,3,NA,7.040142,-8.504147
E7.5:injection5:clone_530,1,3,7,NA,10.825473,0.6190173
E7.5:injection5:clone_531,2,0,16,NA,10.009117,-2.6304057
E7.5:injection5:clone_533,0,1,0,NA,-4.705923,3.865497
E7.5:injection5:clone_534,2,0,2,NA,10.077876,-3.6926925
E7.5:injection5:clone_537,7,10,15,NA,-4.642483,-1.4506052
E7.5:injection5:clone_538,2,0,2,NA,11.558725,-4.87036
E7.5:injection5:clone_54,3,2,3,NA,9.089338,-9.231906
E7.5:injection5:clone_540,2,0,2,NA,10.799865,-5.0584354
E7.5:injection5:clone_542,5,6,4,NA,13.87729,-3.5694895
E7.5:injection5:clone_546,1,4,16,NA,9.478727,-0.66144174
E7.5:injection5:clone_547,5,6,22,NA,14.365812,-1.4572963
E7.5:injection5:clone_55,1,8,10,NA,10.230222,-2.1902409
E7.5:injection5:clone_550,1,8,10,NA,10.737476,-1.8199396
E7.5:injection5:clone_553,3,2,3,NA,8.128914,-10.048786
E7.5:injection5:clone_554,5,8,19,NA,12.466263,-1.6157299
E7.5:injection5:clone_555,3,2,3,NA,9.481698,-9.470578
E7.5:injection5:clone_56,2,0,2,NA,10.487189,-5.970783
E7.5:injection5:clone_561,1,4,16,NA,9.775586,-2.1873264
E7.5:injection5:clone_562,5,6,4,NA,14.47542,-2.9466763
E7.5:injection5:clone_566,1,4,1,NA,8.940021,-2.4591641
E7.5:injection5:clone_568,5,8,19,NA,13.058127,-2.1559043
E7.5:injection5:clone_569,9,13,20,NA,15.185304,-16.78369
E7.5:injection5:clone_57,3,2,3,NA,9.682718,-8.647824
E7.5:injection5:clone_570,1,8,10,NA,11.642159,-1.7532922
E7.5:injection5:clone_572,2,0,2,NA,10.16434,-4.061435
E7.5:injection5:clone_574,5,8,19,NA,13.127736,-1.9414247
E7.5:injection5:clone_577,0,1,0,NA,-3.492541,2.2823465
E7.5:injection5:clone_58,2,0,2,NA,9.783297,-4.750996
E7.5:injection5:clone_59,2,0,21,NA,9.193479,-3.1019328
E7.5:injection5:clone_590,1,8,10,NA,11.276223,-0.39543718
E7.5:injection5:clone_593,7,10,15,NA,-4.2290525,-2.784998
E7.5:injection5:clone_594,2,0,2,NA,9.42776,-3.3542218
E7.5:injection5:clone_6,0,1,0,NA,-4.0805364,2.3080091
E7.5:injection5:clone_60,3,2,3,NA,9.192251,-7.0346775
E7.5:injection5:clone_601,1,4,16,NA,10.0474615,-1.3212533
E7.5:injection5:clone_602,2,0,2,NA,10.77295,-6.0943646
E7.5:injection5:clone_605,6,9,11,NA,12.628408,3.8281562
E7.5:injection5:clone_61,1,3,7,NA,9.061939,1.1986601
E7.5:injection5:clone_615,7,10,15,NA,-4.1202583,-2.6572118
E7.5:injection5:clone_617,1,4,16,NA,9.362005,-1.588026
E7.5:injection5:clone_619,1,3,7,NA,10.384986,1.3625919
E7.5:injection5:clone_62,2,0,2,NA,9.891175,-4.17246
E7.5:injection5:clone_620,2,0,2,NA,10.018475,-6.691288
E7.5:injection5:clone_621,0,7,14,NA,-4.562316,0.8054166
E7.5:injection5:clone_625,1,4,16,NA,9.949322,-1.6678413
E7.5:injection5:clone_629,4,5,12,NA,14.293211,-0.2863609
E7.5:injection5:clone_632,1,4,16,NA,9.737804,-1.3669308
E7.5:injection5:clone_634,3,2,3,NA,10.214491,-8.442936
E7.5:injection5:clone_638,1,3,7,NA,9.409522,1.4677806
E7.5:injection5:clone_639,0,7,13,NA,-2.8707907,-0.59452194
E7.5:injection5:clone_64,1,8,10,NA,11.962541,-1.9136018
E7.5:injection5:clone_643,0,1,0,NA,-4.988866,2.698684
E7.5:injection5:clone_645,1,3,7,NA,8.990813,1.951393
E7.5:injection5:clone_65,7,10,15,NA,-4.287029,-1.8886319
E7.5:injection5:clone_654,2,0,16,NA,9.90627,-3.0930307
E7.5:injection5:clone_659,0,1,0,NA,-5.582776,2.7656994
E7.5:injection5:clone_66,2,0,2,NA,10.506992,-4.6801267
E7.5:injection5:clone_665,9,13,20,NA,15.129669,-16.528385
E7.5:injection5:clone_668,5,8,19,NA,13.276996,-1.5901011
E7.5:injection5:clone_67,3,2,3,NA,9.799972,-7.1528063
E7.5:injection5:clone_677,1,3,7,NA,9.208434,0.9813152
E7.5:injection5:clone_679,5,6,22,NA,14.436846,-1.9046464
E7.5:injection5:clone_68,1,4,16,NA,10.421103,-0.53387004
E7.5:injection5:clone_689,5,6,22,NA,14.627882,-1.8500642
E7.5:injection5:clone_69,0,1,0,NA,-4.529654,3.3453143
E7.5:injection5:clone_696,4,5,12,NA,14.392901,0.54564023
E7.5:injection5:clone_7,7,14,23,NA,-6.7490125,-2.661917
E7.5:injection5:clone_70,3,2,3,NA,8.428285,-8.31008
E7.5:injection5:clone_703,1,8,10,NA,11.392558,-1.3253549
E7.5:injection5:clone_72,3,2,3,NA,9.809241,-7.130164
E7.5:injection5:clone_727,5,8,19,NA,12.900325,-2.3714542
E7.5:injection5:clone_73,1,3,7,NA,9.36995,1.5121847
E7.5:injection5:clone_730,9,13,20,NA,15.190676,-16.390335
E7.5:injection5:clone_737,1,4,16,NA,9.681964,-1.3956671
E7.5:injection5:clone_74,1,8,10,NA,11.9776125,-1.4650887
E7.5:injection5:clone_741,2,0,2,NA,9.631029,-3.560622
E7.5:injection5:clone_743,5,6,22,NA,14.925791,-2.9824765
E7.5:injection5:clone_744,1,3,7,NA,10.707606,0.35086712
E7.5:injection5:clone_745,2,0,2,NA,10.2566395,-4.1184115
E7.5:injection5:clone_747,0,1,0,NA,-5.3940635,2.9744344
E7.5:injection5:clone_75,3,2,3,NA,7.500823,-7.9497004
E7.5:injection5:clone_757,2,0,2,NA,9.767721,-3.9577897
E7.5:injection5:clone_76,5,6,22,NA,14.468926,-1.6410847
E7.5:injection5:clone_760,6,9,11,NA,12.459224,3.708859
E7.5:injection5:clone_764,5,8,19,NA,13.12813,-1.5906415
E7.5:injection5:clone_77,2,0,2,NA,9.637752,-3.959429
E7.5:injection5:clone_773,1,3,7,NA,10.094496,0.79009813
E7.5:injection5:clone_777,1,8,10,NA,11.392271,-0.24677372
E7.5:injection5:clone_78,5,8,19,NA,12.82089,-2.2550244
E7.5:injection5:clone_789,1,4,16,NA,9.576338,-2.655152
E7.5:injection5:clone_79,5,8,19,NA,12.984923,-2.2964883
E7.5:injection5:clone_8,3,2,3,NA,9.706153,-7.626521
E7.5:injection5:clone_801,0,1,0,NA,-5.6565075,3.465622
E7.5:injection5:clone_805,9,13,20,NA,15.375087,-16.754484
E7.5:injection5:clone_808,2,0,2,NA,9.456938,-3.2874908
E7.5:injection5:clone_83,3,2,3,NA,9.489794,-6.99574
E7.5:injection5:clone_830,1,3,1,NA,8.541722,0.015931582
E7.5:injection5:clone_84,9,13,20,NA,14.798032,-16.508902
E7.5:injection5:clone_846,7,10,15,NA,-4.405263,-2.1352649
E7.5:injection5:clone_85,2,0,2,NA,10.233615,-4.116384
E7.5:injection5:clone_86,9,13,20,NA,15.096404,-16.653854
E7.5:injection5:clone_864,4,5,12,NA,12.871455,1.2324587
E7.5:injection5:clone_87,2,0,2,NA,10.580613,-6.1382437
E7.5:injection5:clone_870,0,1,0,NA,-5.1825356,2.7097218
E7.5:injection5:clone_887,1,3,7,NA,9.240756,1.6351442
E7.5:injection5:clone_89,5,6,22,NA,15.044643,-2.451708
E7.5:injection5:clone_897,4,5,12,NA,13.975059,0.47037622
E7.5:injection5:clone_9,6,9,11,NA,12.587751,3.7896664
E7.5:injection5:clone_90,3,2,3,NA,9.267138,-9.296438
E7.5:injection5:clone_92,3,2,3,NA,9.574484,-9.028085
E7.5:injection5:clone_93,3,2,3,NA,9.237939,-9.04553
E7.5:injection5:clone_934,5,6,22,NA,14.2462,-2.551173
E7.5:injection5:clone_94,3,2,3,NA,8.590027,-7.786646
E7.5:injection5:clone_946,2,0,16,NA,9.874508,-2.8212292
E7.5:injection5:clone_95,3,2,3,NA,9.582694,-6.9029274
E7.5:injection5:clone_952,1,8,10,NA,11.927005,-2.041934
E7.5:injection5:clone_96,2,0,2,NA,10.375265,-4.751847
E7.5:injection5:clone_963,0,1,0,NA,-5.3973446,2.7388813
E7.5:injection5:clone_97,2,0,2,NA,10.466355,-3.6673388
E7.5:injection5:clone_98,5,6,22,NA,14.127359,-2.2834256
E7.5:injection5:clone_983,5,8,19,NA,12.725873,-1.2199769
E7.5:injection5:clone_99,5,6,4,NA,13.861662,-4.5115814
E7.5:injection5:clone_996,1,8,10,NA,11.630172,-2.0948696
E7.5:injection6:clone_0,1,4,1,NA,8.846135,-2.609421
E7.5:injection6:clone_1,0,1,0,NA,-4.987155,4.3480177
E7.5:injection6:clone_100,0,1,0,NA,-5.2095075,4.145594
E7.5:injection6:clone_103,5,8,19,NA,13.129435,-2.1241114
E7.5:injection6:clone_104,1,4,1,NA,7.824475,-0.64752305
E7.5:injection6:clone_105,7,14,23,NA,-6.98175,-2.7255812
E7.5:injection6:clone_106,1,4,1,NA,8.892419,-0.88728344
E7.5:injection6:clone_108,4,5,5,NA,13.328999,2.5330937
E7.5:injection6:clone_11,6,9,11,NA,13.380385,4.8302913
E7.5:injection6:clone_118,0,1,0,NA,-2.781306,2.778136
E7.5:injection6:clone_12,2,0,8,NA,9.677902,-6.675545
E7.5:injection6:clone_120,7,10,15,NA,-4.3114505,-1.5103047
E7.5:injection6:clone_13,0,7,14,NA,-4.6714897,0.9531606
E7.5:injection6:clone_133,1,4,9,NA,9.040896,-0.37555018
E7.5:injection6:clone_134,10,15,24,NA,9.331445,14.746595
E7.5:injection6:clone_135,1,4,1,NA,8.470078,-2.2696087
E7.5:injection6:clone_14,7,10,15,NA,-4.1026626,-0.5989938
E7.5:injection6:clone_142,0,1,0,NA,-5.0141706,3.507731
E7.5:injection6:clone_145,5,6,22,NA,14.551701,-2.4268029
E7.5:injection6:clone_149,1,3,9,NA,9.349565,-0.37183297
E7.5:injection6:clone_15,2,0,2,NA,11.836868,-4.5563602
E7.5:injection6:clone_154,2,0,21,NA,7.7872443,-4.089192
E7.5:injection6:clone_158,0,1,0,NA,-5.009273,3.4496214
E7.5:injection6:clone_16,1,4,1,NA,9.1827,-1.9198959
E7.5:injection6:clone_160,0,1,0,NA,-5.319245,3.9613407
E7.5:injection6:clone_164,1,4,1,NA,8.285795,-1.6891117
E7.5:injection6:clone_18,0,1,0,NA,-4.378421,3.7932303
E7.5:injection6:clone_19,6,9,11,NA,13.378981,5.4759903
E7.5:injection6:clone_191,6,9,11,NA,13.510117,5.314047
E7.5:injection6:clone_2,0,1,0,NA,-2.886318,1.9597504
E7.5:injection6:clone_20,1,3,9,NA,10.4756565,-0.1415835
E7.5:injection6:clone_202,6,9,11,NA,13.883445,5.203366
E7.5:injection6:clone_21,0,7,13,NA,-1.6956284,-0.010810851
E7.5:injection6:clone_214,7,10,15,NA,-4.501318,-2.1862175
E7.5:injection6:clone_22,0,1,0,NA,-5.045928,2.579408
E7.5:injection6:clone_220,6,9,11,NA,13.833591,5.0672812
E7.5:injection6:clone_228,0,1,0,NA,-5.1196575,2.732112
E7.5:injection6:clone_23,0,7,13,NA,-2.1229148,0.44852227
E7.5:injection6:clone_230,1,8,10,NA,10.6296425,-1.8115656
E7.5:injection6:clone_25,5,6,22,NA,15.073716,-2.2174332
E7.5:injection6:clone_256,0,7,14,NA,-4.7677274,0.47681326
E7.5:injection6:clone_26,4,3,9,NA,10.723172,1.4153531
E7.5:injection6:clone_266,7,10,15,NA,-4.3057494,-2.825698
E7.5:injection6:clone_267,1,8,10,NA,11.580329,-1.3994029
E7.5:injection6:clone_27,2,0,8,NA,8.527585,-5.1615725
E7.5:injection6:clone_272,0,1,0,NA,-5.388092,3.334948
E7.5:injection6:clone_277,4,5,5,NA,13.909373,2.2707672
E7.5:injection6:clone_28,1,8,10,NA,11.742503,-1.7354566
E7.5:injection6:clone_281,0,1,0,NA,-5.685164,2.5736248
E7.5:injection6:clone_283,0,1,0,NA,-5.3956003,3.2669344
E7.5:injection6:clone_285,0,1,0,NA,-5.7681003,3.0947437
E7.5:injection6:clone_287,4,5,5,NA,14.375968,3.2456207
E7.5:injection6:clone_288,0,1,0,NA,-5.72695,3.8791084
E7.5:injection6:clone_289,4,5,5,NA,12.486342,2.1892793
E7.5:injection6:clone_29,0,7,13,NA,-1.5008205,0.5655382
E7.5:injection6:clone_295,0,1,14,NA,-3.7361162,1.8868017
E7.5:injection6:clone_299,4,5,5,NA,13.826682,1.9565436
E7.5:injection6:clone_30,5,6,4,NA,13.868206,-4.331956
E7.5:injection6:clone_301,0,1,0,NA,-5.1995125,3.0889032
E7.5:injection6:clone_303,0,1,0,NA,-5.0690513,3.354479
E7.5:injection6:clone_305,4,5,5,NA,14.153045,3.3748443
E7.5:injection6:clone_306,4,5,5,NA,14.453761,3.4947386
E7.5:injection6:clone_307,4,5,5,NA,14.280134,2.2015219
E7.5:injection6:clone_309,0,1,0,NA,-4.4952135,2.8390222
E7.5:injection6:clone_31,1,3,9,NA,10.999524,0.44524664
E7.5:injection6:clone_310,4,5,5,NA,13.661757,1.9758048
E7.5:injection6:clone_312,4,5,5,NA,14.111092,2.7666242
E7.5:injection6:clone_315,4,5,5,NA,11.828344,3.364244
E7.5:injection6:clone_317,4,5,5,NA,13.75754,1.9320055
E7.5:injection6:clone_318,0,1,0,NA,-5.575355,2.988223
E7.5:injection6:clone_319,4,5,5,NA,12.349715,1.9694101
E7.5:injection6:clone_32,7,10,15,NA,-3.8509765,-0.72482073
E7.5:injection6:clone_321,4,5,5,NA,13.793826,2.7780535
E7.5:injection6:clone_322,0,1,0,NA,-5.6309247,3.070752
E7.5:injection6:clone_324,0,1,0,NA,-5.099022,4.341958
E7.5:injection6:clone_325,4,5,5,NA,14.211119,3.099979
E7.5:injection6:clone_326,4,5,5,NA,13.4589205,2.8476582
E7.5:injection6:clone_330,0,1,0,NA,-5.695096,2.830364
E7.5:injection6:clone_342,4,5,5,NA,13.881935,2.785925
E7.5:injection6:clone_343,0,1,0,NA,-5.704267,3.0968146
E7.5:injection6:clone_348,0,1,0,NA,-4.867125,3.3624291
E7.5:injection6:clone_35,1,8,10,NA,11.059115,-1.8791723
E7.5:injection6:clone_352,0,1,0,NA,-5.675529,3.2728634
E7.5:injection6:clone_353,4,5,5,NA,11.715865,3.1402614
E7.5:injection6:clone_354,4,5,5,NA,13.677213,2.3636389
E7.5:injection6:clone_355,0,1,0,NA,-4.740508,2.335222
E7.5:injection6:clone_357,0,1,0,NA,-5.3994284,2.0922458
E7.5:injection6:clone_359,4,5,5,NA,13.213049,3.0054505
E7.5:injection6:clone_36,0,1,0,NA,-5.4439583,3.670037
E7.5:injection6:clone_369,4,5,5,NA,12.9958725,2.346612
E7.5:injection6:clone_37,2,0,8,NA,8.479118,-5.314027
E7.5:injection6:clone_373,4,5,5,NA,13.503404,3.0977066
E7.5:injection6:clone_374,4,5,12,NA,12.290796,0.74621314
E7.5:injection6:clone_375,7,10,15,NA,-4.0654597,-2.7456944
E7.5:injection6:clone_376,4,5,5,NA,13.336925,2.024471
E7.5:injection6:clone_377,6,9,11,NA,13.2274885,5.432378
E7.5:injection6:clone_378,4,5,5,NA,13.444168,3.1084425
E7.5:injection6:clone_38,1,3,9,NA,9.450983,-0.807251
E7.5:injection6:clone_383,6,9,11,NA,13.664846,5.8467536
E7.5:injection6:clone_39,1,4,16,NA,9.346695,-1.1634856
E7.5:injection6:clone_390,0,1,0,NA,-5.0407095,4.0824385
E7.5:injection6:clone_4,1,4,1,NA,8.549645,-1.2400985
E7.5:injection6:clone_40,1,8,10,NA,12.144258,-2.22246
E7.5:injection6:clone_403,4,5,5,NA,14.013225,2.0521238
E7.5:injection6:clone_409,7,10,15,NA,-4.424005,-2.5765142
E7.5:injection6:clone_41,1,3,9,NA,9.652932,-0.24471664
E7.5:injection6:clone_418,4,5,5,NA,14.053855,2.2330425
E7.5:injection6:clone_42,1,8,10,NA,9.518739,-1.5117075
E7.5:injection6:clone_420,0,1,0,NA,-4.6638885,2.445275
E7.5:injection6:clone_430,0,1,0,NA,-5.625358,3.4957783
E7.5:injection6:clone_433,7,10,15,NA,-4.307711,-2.7931793
E7.5:injection6:clone_436,0,1,0,NA,-5.561656,3.7764757
E7.5:injection6:clone_438,4,5,5,NA,14.281763,3.5590014
E7.5:injection6:clone_439,4,5,5,NA,14.351971,3.1662312
E7.5:injection6:clone_441,4,5,5,NA,14.258777,3.3355935
E7.5:injection6:clone_447,4,5,5,NA,13.972623,2.1049287
E7.5:injection6:clone_45,0,1,0,NA,-4.4841456,2.7121422
E7.5:injection6:clone_455,6,9,11,NA,13.881142,4.1743007
E7.5:injection6:clone_458,4,5,5,NA,13.931754,3.139853
E7.5:injection6:clone_46,1,4,1,NA,8.206451,-0.8342243
E7.5:injection6:clone_47,1,4,1,NA,8.426998,-2.5031188
E7.5:injection6:clone_48,0,1,0,NA,-4.3022923,4.1353865
E7.5:injection6:clone_508,6,9,11,NA,13.698783,4.6836452
E7.5:injection6:clone_51,2,0,1,NA,8.350975,-4.931259
E7.5:injection6:clone_514,4,5,5,NA,14.099497,3.0260398
E7.5:injection6:clone_515,4,5,5,NA,13.684161,1.8672069
E7.5:injection6:clone_52,7,10,15,NA,-4.401469,-1.6618129
E7.5:injection6:clone_54,2,0,8,NA,10.531716,-6.887598
E7.5:injection6:clone_55,2,0,2,NA,9.903118,-3.9163907
E7.5:injection6:clone_56,1,3,9,NA,10.187702,0.985568
E7.5:injection6:clone_57,5,6,4,NA,12.551287,-5.234308
E7.5:injection6:clone_58,2,0,8,NA,10.528482,-6.8963284
E7.5:injection6:clone_6,1,8,10,NA,10.470539,-1.5646597
E7.5:injection6:clone_61,1,4,19,NA,9.556415,-3.277961
E7.5:injection6:clone_62,0,1,0,NA,-3.0113115,2.9648347
E7.5:injection6:clone_63,0,1,0,NA,-5.23742,4.045246
E7.5:injection6:clone_64,0,12,18,NA,-1.966235,1.9059868
E7.5:injection6:clone_65,1,4,1,NA,8.584503,-1.4491584
E7.5:injection6:clone_66,1,8,10,NA,10.353719,-2.514678
E7.5:injection6:clone_67,5,6,22,NA,14.999288,-2.6714478
E7.5:injection6:clone_69,0,1,0,NA,-2.8327115,3.3142803
E7.5:injection6:clone_7,1,3,7,NA,8.713443,0.56113976
E7.5:injection6:clone_70,5,8,19,NA,12.262911,-2.9287524
E7.5:injection6:clone_72,4,3,9,NA,11.229212,1.9391493
E7.5:injection6:clone_73,2,0,8,NA,9.339986,-6.961912
E7.5:injection6:clone_74,0,7,14,NA,-3.724803,-0.23856388
E7.5:injection6:clone_75,4,3,9,NA,10.845567,1.728272
E7.5:injection6:clone_77,1,3,9,NA,10.048231,0.002171757
E7.5:injection6:clone_8,0,1,0,NA,-5.345798,4.014278
E7.5:injection6:clone_80,0,1,0,NA,-5.699265,3.4703588
E7.5:injection6:clone_85,7,14,23,NA,-6.0767865,-2.4472232
E7.5:injection6:clone_89,0,7,14,NA,-4.3516183,0.6228077
E7.5:injection6:clone_9,3,2,6,NA,7.045442,-7.9358954
E7.5:injection6:clone_90,5,6,22,NA,15.121714,-2.582606
E7.5:injection6:clone_92,4,3,9,NA,10.830683,1.8584467
E7.5:injection7:clone_1,1,3,9,NA,10.493555,0.47269344
E7.5:injection7:clone_100,0,1,0,NA,-4.758726,4.9569974
E7.5:injection7:clone_103,5,8,19,NA,12.654008,-2.291461
E7.5:injection7:clone_107,2,0,2,NA,10.360654,-5.707603
E7.5:injection7:clone_108,2,0,8,NA,10.619422,-6.5811796
E7.5:injection7:clone_110,5,6,4,NA,13.956236,-3.6267188
E7.5:injection7:clone_111,7,14,23,NA,-7.13075,-2.9896214
E7.5:injection7:clone_113,0,7,14,NA,-3.201056,0.3407475
E7.5:injection7:clone_114,0,7,14,NA,-3.0839856,0.48149
E7.5:injection7:clone_116,0,7,13,NA,-1.5624567,1.5774875
E7.5:injection7:clone_118,1,3,9,NA,9.162567,-0.30441713
E7.5:injection7:clone_123,5,6,4,NA,14.448503,-3.9521468
E7.5:injection7:clone_133,1,8,10,NA,11.840893,-2.4401672
E7.5:injection7:clone_134,0,1,0,NA,-3.3155272,3.1983793
E7.5:injection7:clone_143,0,1,0,NA,-4.869085,4.3330617
E7.5:injection7:clone_148,1,4,1,NA,7.8585668,-0.7953479
E7.5:injection7:clone_15,1,3,7,NA,10.018025,1.4199401
E7.5:injection7:clone_151,1,8,10,NA,11.292906,-1.6732209
E7.5:injection7:clone_16,1,3,1,NA,8.717601,-0.09293746
E7.5:injection7:clone_163,0,1,0,NA,-3.147985,3.7003675
E7.5:injection7:clone_171,0,1,0,NA,-4.500361,3.6596208
E7.5:injection7:clone_173,2,4,1,NA,8.4674635,-3.4484231
E7.5:injection7:clone_18,7,14,23,NA,-7.1278567,-2.7010553
E7.5:injection7:clone_181,0,1,0,NA,-4.8418145,2.8614314
E7.5:injection7:clone_19,0,1,0,NA,-4.6511016,3.2857232
E7.5:injection7:clone_2,2,0,1,NA,8.2579975,-3.6539793
E7.5:injection7:clone_20,2,0,8,NA,9.122787,-5.5536413
E7.5:injection7:clone_21,2,0,8,NA,8.472645,-5.844813
E7.5:injection7:clone_22,2,0,21,NA,9.254497,-4.4066978
E7.5:injection7:clone_23,0,1,0,NA,-3.3225467,4.000322
E7.5:injection7:clone_24,0,7,13,NA,-1.4940212,1.2146184
E7.5:injection7:clone_25,0,1,0,NA,-2.9485037,2.1244977
E7.5:injection7:clone_27,4,5,5,NA,12.767624,2.2042751
E7.5:injection7:clone_28,5,6,4,NA,14.513261,-2.871262
E7.5:injection7:clone_3,1,3,9,NA,10.880045,0.49202707
E7.5:injection7:clone_30,0,7,13,NA,-2.1517215,-0.05440655
E7.5:injection7:clone_31,1,3,7,NA,8.254343,0.73994696
E7.5:injection7:clone_34,0,1,0,NA,-3.082305,2.5126078
E7.5:injection7:clone_35,0,7,13,NA,-2.6030147,1.5534663
E7.5:injection7:clone_4,5,6,4,NA,13.081547,-4.7211227
E7.5:injection7:clone_44,0,1,0,NA,-5.476824,3.3963456
E7.5:injection7:clone_47,0,7,14,NA,-4.6411924,0.9685963
E7.5:injection7:clone_5,0,1,0,NA,-5.4708962,3.4832804
E7.5:injection7:clone_50,0,1,0,NA,-2.582077,2.5459456
E7.5:injection7:clone_51,0,1,0,NA,-5.683788,3.804119
E7.5:injection7:clone_55,1,8,10,NA,11.212131,-2.2210057
E7.5:injection7:clone_56,0,1,0,NA,-5.428436,3.0160341
E7.5:injection7:clone_57,1,3,9,NA,9.677503,-1.1349365
E7.5:injection7:clone_58,2,0,21,NA,8.38446,-4.3716664
E7.5:injection7:clone_59,2,0,8,NA,9.270415,-5.6637034
E7.5:injection7:clone_62,2,0,2,NA,9.829814,-5.388527
E7.5:injection7:clone_64,7,14,23,NA,-6.928187,-2.93963
E7.5:injection7:clone_67,1,4,1,NA,8.413701,-1.0403329
E7.5:injection7:clone_7,1,8,10,NA,11.031171,-2.7066627
E7.5:injection7:clone_71,2,0,8,NA,8.107382,-5.625814
E7.5:injection7:clone_73,5,6,4,NA,13.592575,-4.793042
E7.5:injection7:clone_75,0,7,13,NA,-1.2086946,1.0833219
E7.5:injection7:clone_8,2,0,21,NA,9.25951,-3.7311106
E7.5:injection7:clone_80,1,3,9,NA,9.917776,0.12638012
E7.5:injection7:clone_81,7,14,23,NA,-7.094421,-2.7950442
E7.5:injection7:clone_83,5,6,22,NA,14.103221,-2.0333624
E7.5:injection7:clone_86,1,4,1,NA,7.610601,-2.3193283
E7.5:injection7:clone_9,0,7,13,NA,-1.445448,1.0870569
E7.5:injection7:clone_95,5,6,4,NA,13.674218,-3.0739586
E7.5:injection7:clone_97,7,14,23,NA,-6.910116,-2.8513017
E7.5:injection8:clone_0,1,3,7,Fzd2,7.8414607,0.99047
E7.5:injection8:clone_10,0,1,0,EGFP-1,-3.324926,2.8013313
E7.5:injection8:clone_1000,1,3,7,NA,8.627128,0.3376396
E7.5:injection8:clone_1005,0,1,0,Lrp2,-3.4680228,2.364448
E7.5:injection8:clone_1006,1,3,9,Acvr2a,10.616028,1.1887237
E7.5:injection8:clone_1008,4,5,12,Fgfr1,12.737131,0.44267026
E7.5:injection8:clone_101,3,2,6,Fzd2,7.645781,-9.721947
E7.5:injection8:clone_1010,1,4,1,NA,7.867269,-1.4825765
E7.5:injection8:clone_1015,2,0,2,Lrp2,10.199303,-4.879711
E7.5:injection8:clone_1034,3,2,6,Acvr2a,8.017381,-9.435389
E7.5:injection8:clone_1038,1,3,9,Acvr2a,10.0130625,0.35628405
E7.5:injection8:clone_1045,3,2,6,EGFP-1,6.3626547,-9.009014
E7.5:injection8:clone_1051,0,1,0,Fgfr1,-3.6820912,2.7451286
E7.5:injection8:clone_1056,4,3,9,Fgfr1,11.229893,2.085363
E7.5:injection8:clone_106,4,5,12,Acvr2a,12.88849,0.4767364
E7.5:injection8:clone_1070,4,5,12,NA,13.164346,2.1579142
E7.5:injection8:clone_1071,3,2,6,EGFP-1,7.8807592,-7.998891
E7.5:injection8:clone_1077,2,0,2,uncertain,9.643309,-4.1362624
E7.5:injection8:clone_108,1,4,1,uncertain,8.284752,-1.3068382
E7.5:injection8:clone_1081,1,3,7,Lgr4,9.642149,1.1336299
E7.5:injection8:clone_1088,3,2,6,EGFP-1,8.177493,-9.802355
E7.5:injection8:clone_1089,1,3,9,Lgr4,10.156505,0.80656826
E7.5:injection8:clone_1090,5,6,4,NA,12.260485,-4.8511367
E7.5:injection8:clone_1100,0,1,0,EGFP-1,-3.5178876,2.6831415
E7.5:injection8:clone_1107,3,2,6,NA,7.5315595,-9.643137
E7.5:injection8:clone_1119,4,5,12,EGFP-1,13.393103,1.2150087
E7.5:injection8:clone_112,2,0,21,Acvr2a,9.766916,-4.2092605
E7.5:injection8:clone_1122,3,2,6,Lgr4,6.4108543,-8.458556
E7.5:injection8:clone_1124,3,2,6,NA,7.8968854,-9.305065
E7.5:injection8:clone_1128,1,3,7,multi_gRNA,9.189065,0.8565532
E7.5:injection8:clone_1129,2,0,8,Acvr2a,8.890919,-6.1191125
E7.5:injection8:clone_1133,3,2,6,uncertain,7.093633,-9.200897
E7.5:injection8:clone_1136,2,0,8,Lrp2,8.556238,-5.8660088
E7.5:injection8:clone_114,4,5,12,uncertain,13.24749,1.7900821
E7.5:injection8:clone_1141,5,6,4,EGFP-1,14.267796,-3.3793385
E7.5:injection8:clone_1152,1,3,9,Lgr4,9.624001,-0.09446687
