,leiden_0.5,leiden_1,leiden_2,UMAP1,UMAP2
E7.5:injection5:clone_934,5,5,0,14.216547,-4.426452
E7.5:injection5:clone_94,3,1,15,14.823535,3.4524846
E7.5:injection5:clone_946,0,8,1,11.939857,0.07036853
E7.5:injection5:clone_95,3,1,7,14.671219,1.920864
E7.5:injection5:clone_952,1,6,12,10.902378,-2.9411087
E7.5:injection5:clone_96,0,3,4,13.901119,-0.13891833
E7.5:injection5:clone_963,2,0,6,-0.44448498,3.6124065
E7.5:injection5:clone_97,0,8,1,12.106169,-1.5688946
E7.5:injection5:clone_98,5,5,0,13.819642,-4.4071693
E7.5:injection5:clone_983,1,6,13,11.413331,-4.0300136
E7.5:injection5:clone_99,5,5,0,15.273641,-3.0377438
E7.5:injection5:clone_996,1,6,12,10.98196,-2.684271
E7.5:injection6:clone_0,0,4,2,10.723776,0.48157042
E7.5:injection6:clone_1,2,0,3,0.6391163,4.615764
E7.5:injection6:clone_100,2,0,6,0.9236357,3.3851855
E7.5:injection6:clone_103,1,6,13,12.92886,-3.0468996
E7.5:injection6:clone_104,0,4,2,10.100814,0.67074347
E7.5:injection6:clone_105,6,9,18,-0.7699461,-0.8866895
E7.5:injection6:clone_106,0,4,2,10.007745,0.7166995
E7.5:injection6:clone_108,4,7,5,8.457504,-6.032346
E7.5:injection6:clone_11,4,10,11,12.624075,-6.1153927
E7.5:injection6:clone_118,2,0,3,-0.27827185,5.299973
E7.5:injection6:clone_12,3,1,7,14.807363,1.812299
E7.5:injection6:clone_120,6,9,9,-0.47876146,0.7771754
E7.5:injection6:clone_13,2,0,6,-0.04893041,2.8317244
E7.5:injection6:clone_133,0,4,2,10.322663,0.09463186
E7.5:injection6:clone_134,4,7,5,8.924036,-4.4632974
E7.5:injection6:clone_135,0,4,2,10.74468,0.94209784
E7.5:injection6:clone_14,6,9,9,-0.5964911,1.810868
E7.5:injection6:clone_142,2,0,3,0.44513837,5.3007927
E7.5:injection6:clone_145,5,5,0,14.113673,-5.5841317
E7.5:injection6:clone_149,1,2,8,9.426935,-1.4517033
E7.5:injection6:clone_15,4,7,5,9.838406,-4.419382
E7.5:injection6:clone_154,0,4,17,11.908397,0.9574361
E7.5:injection6:clone_158,2,0,6,0.5543694,3.9640815
E7.5:injection6:clone_16,0,4,2,10.167002,0.6550101
E7.5:injection6:clone_160,2,0,3,1.4402164,4.362931
E7.5:injection6:clone_164,0,4,2,10.466157,0.53595275
E7.5:injection6:clone_18,2,0,3,-0.5817088,4.5567703
E7.5:injection6:clone_19,4,10,11,12.417701,-6.501391
E7.5:injection6:clone_191,4,10,11,12.374512,-7.0263863
E7.5:injection6:clone_2,2,0,3,-0.6405959,5.283285
E7.5:injection6:clone_20,4,7,5,9.088225,-3.1482835
E7.5:injection6:clone_202,4,10,11,12.146865,-6.6485934
E7.5:injection6:clone_21,2,0,3,-1.6961349,5.3298893
E7.5:injection6:clone_214,6,9,9,-1.2218133,1.1412305
E7.5:injection6:clone_22,2,0,6,0.72134316,3.298471
E7.5:injection6:clone_220,4,10,11,11.806305,-6.8595986
E7.5:injection6:clone_228,2,0,6,1.4135853,3.141085
E7.5:injection6:clone_23,2,0,3,-1.3921195,4.952778
E7.5:injection6:clone_230,1,6,12,10.161347,-2.522855
E7.5:injection6:clone_25,5,5,0,13.383659,-5.8286533
E7.5:injection6:clone_256,2,0,6,-0.027306259,2.241458
E7.5:injection6:clone_26,4,7,5,8.445876,-3.9369018
E7.5:injection6:clone_266,6,9,9,-1.9538332,0.77560997
E7.5:injection6:clone_267,1,6,12,10.125689,-3.1433232
E7.5:injection6:clone_27,0,4,17,12.785831,1.8985597
E7.5:injection6:clone_272,2,0,6,1.3374264,3.6767364
E7.5:injection6:clone_277,4,7,5,8.465537,-5.8710747
E7.5:injection6:clone_28,1,6,12,10.678798,-3.3817463
E7.5:injection6:clone_281,2,0,6,0.6925881,2.9963598
E7.5:injection6:clone_283,2,0,6,1.6117911,3.4999707
E7.5:injection6:clone_285,2,0,6,0.9713733,3.138571
E7.5:injection6:clone_287,4,10,11,10.592431,-5.752668
E7.5:injection6:clone_288,2,0,6,1.2650621,2.754111
E7.5:injection6:clone_289,4,7,5,9.311727,-5.441318
E7.5:injection6:clone_29,2,0,3,-1.5971445,5.3969393
E7.5:injection6:clone_295,2,0,3,-1.144729,4.0218925
E7.5:injection6:clone_299,4,7,5,8.440222,-5.2403216
E7.5:injection6:clone_30,5,5,0,15.305042,-3.9062357
E7.5:injection6:clone_301,2,0,6,1.1424184,3.8088558
E7.5:injection6:clone_303,2,0,6,1.0039667,3.7269604
E7.5:injection6:clone_305,4,10,11,10.576992,-6.21844
E7.5:injection6:clone_306,4,10,11,10.761003,-5.873128
E7.5:injection6:clone_307,4,7,5,8.724289,-6.0170383
E7.5:injection6:clone_309,2,0,6,0.827576,3.3328679
E7.5:injection6:clone_31,1,2,8,9.369841,-2.8879018
E7.5:injection6:clone_310,4,7,5,8.494112,-5.7876925
E7.5:injection6:clone_312,4,7,5,9.018111,-6.3686547
E7.5:injection6:clone_315,4,7,5,8.220544,-4.599938
E7.5:injection6:clone_317,4,7,5,8.346569,-5.680685
E7.5:injection6:clone_318,2,0,6,0.98753196,3.0053594
E7.5:injection6:clone_319,4,7,5,9.474212,-5.543666
E7.5:injection6:clone_32,6,9,9,-0.5123736,1.5036781
E7.5:injection6:clone_321,4,7,5,9.056693,-6.228216
E7.5:injection6:clone_322,2,0,6,1.610471,3.3735592
E7.5:injection6:clone_324,2,0,6,0.8187489,4.147953
E7.5:injection6:clone_325,4,10,11,10.340512,-5.9995756
E7.5:injection6:clone_326,4,7,5,9.391667,-6.1408815
E7.5:injection6:clone_330,2,0,6,1.5019593,3.0813756
E7.5:injection6:clone_342,4,7,5,9.046319,-6.2887783
E7.5:injection6:clone_343,2,0,6,1.3267744,2.9276636
E7.5:injection6:clone_348,2,0,6,0.8682709,4.2481976
E7.5:injection6:clone_35,1,6,12,10.426056,-3.1042507
E7.5:injection6:clone_352,2,0,6,1.2771789,3.458526
E7.5:injection6:clone_353,4,7,5,8.23739,-4.405447
E7.5:injection6:clone_354,4,7,5,8.619253,-5.908993
E7.5:injection6:clone_355,2,0,6,0.7350368,3.2829285
E7.5:injection6:clone_357,2,0,6,0.9231535,2.8474257
E7.5:injection6:clone_359,4,7,5,9.646629,-5.990485
E7.5:injection6:clone_36,2,0,6,0.318104,4.634593
E7.5:injection6:clone_369,4,7,5,8.910338,-5.1865187
E7.5:injection6:clone_37,0,4,17,13.158495,2.1764858
E7.5:injection6:clone_373,4,10,11,10.52083,-6.4755683
E7.5:injection6:clone_374,0,4,2,9.455134,0.18564281
E7.5:injection6:clone_375,6,9,9,-1.9038002,0.9427322
E7.5:injection6:clone_376,4,7,5,8.526088,-5.434145
E7.5:injection6:clone_377,4,10,11,12.463016,-7.104005
E7.5:injection6:clone_378,4,7,5,9.917308,-6.275777
E7.5:injection6:clone_38,0,4,2,9.677136,0.14144933
E7.5:injection6:clone_383,4,10,11,12.420317,-6.9173565
E7.5:injection6:clone_39,0,8,1,10.430837,-0.16934626
E7.5:injection6:clone_390,2,0,6,-0.6814028,3.673689
E7.5:injection6:clone_4,0,4,2,10.320745,0.48108295
E7.5:injection6:clone_40,1,6,12,11.438077,-3.3325827
E7.5:injection6:clone_403,4,7,5,8.715849,-5.77571
E7.5:injection6:clone_409,6,9,9,-1.4876192,0.8742467
E7.5:injection6:clone_41,0,2,10,9.500485,-0.5889968
E7.5:injection6:clone_418,4,7,5,8.3416605,-5.6128964
E7.5:injection6:clone_42,0,4,2,10.156328,-0.08445905
E7.5:injection6:clone_420,2,0,6,1.4567262,3.0588336
E7.5:injection6:clone_430,2,0,6,1.1646959,3.0745342
E7.5:injection6:clone_433,6,9,9,-1.9149386,0.9706612
E7.5:injection6:clone_436,2,0,6,1.4753147,2.9231575
E7.5:injection6:clone_438,4,10,11,10.861516,-6.234395
E7.5:injection6:clone_439,4,10,11,10.41466,-5.390239
E7.5:injection6:clone_441,4,10,11,10.64104,-6.0945425
E7.5:injection6:clone_447,4,7,5,8.633559,-5.737394
E7.5:injection6:clone_45,2,0,3,-0.1498652,5.001185
E7.5:injection6:clone_455,4,10,11,11.191999,-6.6826434
E7.5:injection6:clone_458,4,10,11,10.140192,-6.1268725
E7.5:injection6:clone_46,0,4,2,10.175983,0.46864566
E7.5:injection6:clone_47,0,8,1,11.3892765,0.66241634
E7.5:injection6:clone_48,2,0,3,1.3117745,4.3212385
E7.5:injection6:clone_508,4,10,11,11.529231,-6.581943
E7.5:injection6:clone_51,0,3,17,12.847642,1.3561149
E7.5:injection6:clone_514,4,10,11,10.790184,-6.32266
E7.5:injection6:clone_515,4,7,5,8.5845995,-5.429742
E7.5:injection6:clone_52,6,9,9,-0.84425455,1.1186962
E7.5:injection6:clone_54,0,3,4,15.793803,0.9087723
E7.5:injection6:clone_55,0,4,2,12.267534,1.115078
E7.5:injection6:clone_56,4,7,5,8.586573,-3.699563
E7.5:injection6:clone_57,5,5,0,14.860046,-2.1803656
E7.5:injection6:clone_58,0,3,4,15.24697,1.0600969
E7.5:injection6:clone_6,1,2,8,10.576706,-2.0116906
E7.5:injection6:clone_61,0,4,2,12.989241,-1.2550246
E7.5:injection6:clone_62,2,0,3,-0.32896125,5.39822
E7.5:injection6:clone_63,2,0,3,1.2555013,4.323506
E7.5:injection6:clone_64,2,0,3,-0.7873225,4.93316
E7.5:injection6:clone_65,0,4,2,9.723362,0.429712
E7.5:injection6:clone_66,0,6,12,10.9477005,-1.8401742
E7.5:injection6:clone_67,5,5,0,14.6305685,-5.554306
E7.5:injection6:clone_69,2,0,3,0.14513265,5.4903235
E7.5:injection6:clone_7,1,2,10,8.26595,-1.1615025
E7.5:injection6:clone_70,1,6,13,12.17697,-2.8142295
E7.5:injection6:clone_72,4,7,5,8.608241,-3.7235107
E7.5:injection6:clone_73,3,1,7,14.764717,2.0830567
E7.5:injection6:clone_74,2,0,3,-1.5933608,4.177645
E7.5:injection6:clone_75,4,7,5,8.395076,-3.7649093
E7.5:injection6:clone_77,0,4,2,9.371088,0.019544581
E7.5:injection6:clone_8,2,0,3,0.6447244,5.25279
E7.5:injection6:clone_80,2,0,3,1.4560435,4.5214167
E7.5:injection6:clone_85,6,9,18,-0.6809954,-0.22445768
E7.5:injection6:clone_89,2,0,6,0.28332666,2.3922932
E7.5:injection6:clone_9,3,1,15,14.67719,3.8618188
E7.5:injection6:clone_90,5,5,0,14.611108,-5.1801476
E7.5:injection6:clone_92,4,7,5,8.38872,-3.6096609
E7.5:injection7:clone_1,4,7,5,8.942813,-3.4883304
E7.5:injection7:clone_100,2,0,3,0.9844755,4.822203
E7.5:injection7:clone_103,1,6,12,11.420441,-3.6434822
E7.5:injection7:clone_107,0,3,4,15.397683,-0.027749082
E7.5:injection7:clone_108,0,3,4,15.800461,0.82509494
E7.5:injection7:clone_110,5,5,0,14.398052,-3.578635
E7.5:injection7:clone_111,6,9,18,-0.79829,-0.90109944
E7.5:injection7:clone_113,2,0,3,-1.37512,4.2746773
E7.5:injection7:clone_114,2,0,3,-1.316172,4.410904
E7.5:injection7:clone_116,2,0,3,-1.4805734,5.8986816
E7.5:injection7:clone_118,0,4,2,10.387515,1.5868189
E7.5:injection7:clone_123,5,5,0,14.778818,-3.9321518
E7.5:injection7:clone_133,1,6,12,10.992309,-3.364996
E7.5:injection7:clone_134,2,0,3,0.118902415,4.740114
E7.5:injection7:clone_143,2,0,3,1.0187893,4.9355116
E7.5:injection7:clone_148,0,4,2,9.937719,0.4169255
E7.5:injection7:clone_15,1,2,8,8.251142,-2.9939067
E7.5:injection7:clone_151,1,6,12,10.993032,-2.9896214
E7.5:injection7:clone_16,0,2,10,9.371565,-0.52005804
E7.5:injection7:clone_163,2,0,3,0.28688857,5.5831113
E7.5:injection7:clone_171,2,0,3,1.2676204,4.8513384
E7.5:injection7:clone_173,0,4,2,11.917504,1.8612045
E7.5:injection7:clone_18,6,9,18,-0.59089655,-0.8625199
E7.5:injection7:clone_181,2,0,6,0.8944167,3.974898
E7.5:injection7:clone_19,2,0,3,0.33717346,4.2735844
E7.5:injection7:clone_2,0,4,2,11.852781,1.7959384
E7.5:injection7:clone_20,0,4,17,13.420974,2.3223588
E7.5:injection7:clone_21,0,1,17,13.7228775,2.3056161
E7.5:injection7:clone_22,0,4,17,13.223609,1.858347
E7.5:injection7:clone_23,2,0,3,0.23764314,5.1233554
E7.5:injection7:clone_24,2,0,3,-1.4403033,5.295316
E7.5:injection7:clone_25,2,0,3,-0.5361006,5.3228426
E7.5:injection7:clone_27,4,7,5,8.9477415,-5.438112
E7.5:injection7:clone_28,5,5,0,14.916119,-4.337615
E7.5:injection7:clone_3,1,2,8,9.451482,-2.9101117
E7.5:injection7:clone_30,2,0,3,-1.8721476,4.7774873
E7.5:injection7:clone_31,0,2,10,9.054821,0.0355139
E7.5:injection7:clone_34,2,0,3,-0.11897791,5.426124
E7.5:injection7:clone_35,2,0,3,-1.1331753,4.8250327
E7.5:injection7:clone_4,5,5,0,14.905759,-2.5939665
E7.5:injection7:clone_44,2,0,6,1.3157736,3.7894828
E7.5:injection7:clone_47,2,0,6,0.18726696,2.342183
E7.5:injection7:clone_5,2,0,3,1.571805,4.31802
E7.5:injection7:clone_50,2,0,3,-0.65784687,5.4064565
E7.5:injection7:clone_51,2,0,6,1.387707,3.800893
E7.5:injection7:clone_55,1,6,12,10.515643,-3.077983
E7.5:injection7:clone_56,2,0,6,1.7061335,3.097292
E7.5:injection7:clone_57,0,4,2,9.864468,0.0063069556
E7.5:injection7:clone_58,0,4,17,12.679524,1.2651768
E7.5:injection7:clone_59,0,1,17,14.022735,1.7803123
E7.5:injection7:clone_62,0,3,17,13.384959,1.1001983
E7.5:injection7:clone_64,6,9,18,-0.6049393,-1.0947012
E7.5:injection7:clone_67,0,4,2,10.67657,1.1942774
E7.5:injection7:clone_7,1,6,12,10.764013,-2.6468515
E7.5:injection7:clone_71,0,1,17,13.574332,1.7412128
E7.5:injection7:clone_73,5,5,0,14.225081,-2.8915124
E7.5:injection7:clone_75,2,0,3,-1.5507406,5.596899
E7.5:injection7:clone_8,0,8,1,12.271223,0.34125724
E7.5:injection7:clone_80,0,2,8,9.3016615,-0.9890271
E7.5:injection7:clone_81,6,9,18,-0.94325566,-1.0797565
E7.5:injection7:clone_83,5,5,0,12.9608,-4.805832
E7.5:injection7:clone_86,0,4,2,10.75455,1.6786433
E7.5:injection7:clone_9,2,0,3,-1.4615343,5.251644
E7.5:injection7:clone_95,5,5,0,13.797076,-3.1734097
E7.5:injection7:clone_97,6,9,18,-0.82514286,-0.8853554
E8.5:injection2:clone_1001,5,5,0,13.226676,-5.4953456
E8.5:injection2:clone_1003,0,4,2,10.440224,1.3774582
E8.5:injection2:clone_1007,6,9,9,-0.8922441,0.42112878
E8.5:injection2:clone_1009,6,9,9,-0.68354744,0.46805453
E8.5:injection2:clone_1016,7,11,14,3.002999,9.199318
E8.5:injection2:clone_1018,0,4,2,11.260369,2.1418076
E8.5:injection2:clone_1023,6,9,9,-1.3145298,-0.10968598
E8.5:injection2:clone_1024,0,4,2,9.400231,-0.16019435
E8.5:injection2:clone_1025,0,4,2,11.017926,1.5087852
E8.5:injection2:clone_1028,5,5,0,13.441588,-5.4342
E8.5:injection2:clone_1030,6,9,9,-0.8227585,1.2036556
E8.5:injection2:clone_1031,6,9,9,-1.252828,-0.013362457
E8.5:injection2:clone_1035,6,9,9,-1.4729679,0.41573715
E8.5:injection2:clone_1038,4,7,5,9.65108,-5.139857
E8.5:injection2:clone_1042,6,9,9,-0.9888383,0.40079647
E8.5:injection2:clone_1043,0,4,2,12.729698,1.9520102
E8.5:injection2:clone_1045,4,10,11,11.378164,-6.4698234
E8.5:injection2:clone_1046,2,0,3,0.54821897,5.1368175
E8.5:injection2:clone_1050,7,11,14,2.5086904,9.2576275
E8.5:injection2:clone_1051,0,4,17,12.445516,1.6029848
E8.5:injection2:clone_1054,6,9,9,-1.8489188,0.84684783
E8.5:injection2:clone_1060,5,5,0,15.685759,-3.9626963
E8.5:injection2:clone_1062,5,5,0,13.102202,-5.124557
E8.5:injection2:clone_1065,0,8,1,10.957476,0.42057118
E8.5:injection2:clone_1066,0,4,2,11.286362,1.9466892
E8.5:injection2:clone_1068,0,4,2,11.1895685,1.5178977
E8.5:injection2:clone_1071,5,5,0,14.561807,-3.8669329
E8.5:injection2:clone_1073,2,0,3,-0.42955735,5.652913
E8.5:injection2:clone_1077,0,4,2,11.637123,1.8471085
E8.5:injection2:clone_1079,2,0,3,-0.56267774,5.178688
E8.5:injection2:clone_1082,1,6,13,11.781305,-4.0863576
E8.5:injection2:clone_1087,4,7,5,8.250331,-4.955794
E8.5:injection2:clone_1088,5,5,0,13.121648,-5.619558
E8.5:injection2:clone_1090,6,9,9,-1.3016123,0.49129894
E8.5:injection2:clone_1094,4,10,11,12.169671,-6.7496033
E8.5:injection2:clone_1096,1,6,13,12.667264,-4.284531
E8.5:injection2:clone_1099,0,4,2,11.845964,1.6696402
E8.5:injection2:clone_1101,0,4,2,11.997962,1.8704638
E8.5:injection2:clone_1103,0,4,2,12.578347,2.0764377
E8.5:injection2:clone_1106,0,4,17,12.927061,1.1031047
E8.5:injection2:clone_1110,6,9,9,-1.0076966,-0.3625666
E8.5:injection2:clone_1114,0,4,2,12.430653,2.2647107
E8.5:injection2:clone_1116,0,4,2,12.491357,1.3342291
E8.5:injection2:clone_1121,0,8,1,11.204828,1.1166033
E8.5:injection2:clone_1127,0,4,2,10.731927,1.8418412
E8.5:injection2:clone_1129,0,4,2,11.078275,0.9346821
E8.5:injection2:clone_1132,5,5,0,14.714442,-4.441519
E8.5:injection2:clone_1136,2,0,6,-0.0945391,2.3470209
E8.5:injection2:clone_1143,5,5,0,14.699424,-4.166974
E8.5:injection2:clone_1145,2,0,3,0.4727314,4.5410395
E8.5:injection2:clone_1151,0,4,2,10.268152,1.1622044
E8.5:injection2:clone_1155,2,0,6,0.02682314,4.2131596
E8.5:injection2:clone_1156,6,9,9,-1.1695633,0.54390216
E8.5:injection2:clone_1161,0,4,2,11.949221,1.6791399
E8.5:injection2:clone_1170,0,3,4,14.602729,1.3059356
E8.5:injection2:clone_1184,0,4,2,11.258398,1.584943
E8.5:injection2:clone_1193,1,6,12,11.32059,-4.3331475
E8.5:injection2:clone_1209,0,4,2,9.637977,-0.13420756
E8.5:injection2:clone_1213,0,4,2,12.090507,2.0497773
E8.5:injection2:clone_1214,6,9,9,-1.1199449,0.14728358
E8.5:injection2:clone_1229,0,4,2,11.508457,1.9832262
E8.5:injection2:clone_1231,0,4,2,11.599856,1.7128763
E8.5:injection2:clone_1238,5,5,0,15.208253,-4.629479
E8.5:injection2:clone_1249,2,0,3,-1.8829978,5.2379727
E8.5:injection2:clone_1253,5,5,0,15.222644,-2.6722665
E8.5:injection2:clone_1271,0,4,2,11.227244,1.5742
E8.5:injection2:clone_1272,1,6,12,10.351816,-3.3627827
E8.5:injection2:clone_1295,2,0,6,-0.5945964,4.0996656
E8.5:injection2:clone_1314,6,9,9,-1.5084019,0.07569849
E8.5:injection2:clone_1338,7,11,14,2.4468396,8.697906
E8.5:injection2:clone_1341,0,4,2,9.0983925,-0.3060414
E8.5:injection2:clone_1376,6,9,9,-0.5863441,0.73807764
E8.5:injection2:clone_1387,0,2,10,9.198211,-0.40019703
E8.5:injection2:clone_1388,1,6,13,12.846437,-3.9058213
E8.5:injection2:clone_1456,2,0,3,0.48179373,5.334388
E8.5:injection2:clone_1476,0,4,2,11.356942,2.1935318
E8.5:injection2:clone_883,2,0,3,0.06468163,4.3570166
E8.5:injection2:clone_884,0,4,2,12.80776,1.9048833
E8.5:injection2:clone_885,0,4,2,11.723645,1.1571974
E8.5:injection2:clone_888,5,5,0,14.193124,-3.3531225
E8.5:injection2:clone_890,0,4,2,10.92687,1.8695949
E8.5:injection2:clone_891,0,4,2,10.254482,1.029505
E8.5:injection2:clone_894,6,9,9,-1.4177848,0.6484591
E8.5:injection2:clone_896,0,4,2,11.384833,2.1604333
E8.5:injection2:clone_897,0,4,2,10.502673,1.4574158
E8.5:injection2:clone_903,5,5,0,15.0378475,-2.6748638
E8.5:injection2:clone_905,1,6,12,11.164693,-2.7855299
E8.5:injection2:clone_906,0,4,2,11.329674,1.3303573
E8.5:injection2:clone_907,1,6,13,11.98079,-4.3601036
E8.5:injection2:clone_909,0,4,2,10.6903305,1.1097244
E8.5:injection2:clone_910,0,4,2,10.256245,1.0678428
E8.5:injection2:clone_911,5,5,0,14.467851,-5.047431
E8.5:injection2:clone_912,0,4,2,12.074064,2.1365337
E8.5:injection2:clone_913,4,10,11,12.273633,-6.1606092
E8.5:injection2:clone_914,0,4,2,11.424723,0.17028998
E8.5:injection2:clone_916,5,5,0,14.703596,-4.112011
E8.5:injection2:clone_917,0,8,1,11.577409,0.63657105
E8.5:injection2:clone_918,2,0,3,-0.28346923,5.0151873
E8.5:injection2:clone_921,0,8,1,11.237649,0.47396114
E8.5:injection2:clone_923,6,9,9,-1.3801702,-0.02794494
E8.5:injection2:clone_924,5,5,0,15.74569,-3.7446434
E8.5:injection2:clone_929,4,10,11,12.683771,-6.2480793
E8.5:injection2:clone_931,6,9,9,-0.48528266,0.735906
E8.5:injection2:clone_933,0,4,2,12.44526,0.62117
E8.5:injection2:clone_934,0,8,1,11.840062,0.40061986
E8.5:injection2:clone_935,1,6,13,11.962808,-4.0977607
E8.5:injection2:clone_937,0,4,17,12.565964,1.3635596
E8.5:injection2:clone_938,6,9,9,-1.7302834,0.16438821
E8.5:injection2:clone_939,0,4,2,10.273077,1.563881
E8.5:injection2:clone_941,0,4,2,11.604552,2.3500993
E8.5:injection2:clone_951,2,0,3,-0.10503528,4.578237
E8.5:injection2:clone_952,0,4,2,9.993169,0.59633607
E8.5:injection2:clone_953,0,4,2,10.44855,0.8773174
E8.5:injection2:clone_960,0,4,2,10.871654,1.7854952
E8.5:injection2:clone_961,0,4,2,10.15525,1.1352212
E8.5:injection2:clone_968,5,5,0,15.65461,-3.8877397
E8.5:injection2:clone_972,1,6,13,11.735182,-3.8378983
E8.5:injection2:clone_973,6,9,9,-0.6017271,0.40403536
E8.5:injection2:clone_974,1,6,13,12.353637,-4.2935734
E8.5:injection2:clone_975,7,11,14,3.1336036,9.428359
E8.5:injection2:clone_982,0,4,2,12.637084,1.0955456
E8.5:injection2:clone_983,6,9,9,-0.77923363,0.4476792
E8.5:injection2:clone_986,1,6,12,10.7193575,-3.2428803
E8.5:injection2:clone_988,5,5,0,14.71534,-2.873116
E8.5:injection2:clone_990,6,9,9,-1.5399487,0.08131998
E8.5:injection2:clone_991,4,10,11,11.837491,-5.7931595
E8.5:injection2:clone_996,0,4,2,11.938064,2.2747338
E8.5:injection3:clone_0,2,0,3,0.07699444,5.2577305
E8.5:injection3:clone_101,6,9,9,-0.8264025,1.0430052
E8.5:injection3:clone_105,0,4,2,10.167976,0.8676663
E8.5:injection3:clone_108,4,10,11,11.632521,-6.4614377
E8.5:injection3:clone_109,0,3,4,14.303695,0.2939059
E8.5:injection3:clone_11,0,8,1,11.014347,0.017078882
E8.5:injection3:clone_114,7,11,14,2.7074928,9.364866
E8.5:injection3:clone_115,0,4,2,11.187233,0.86898875
E8.5:injection3:clone_118,0,8,1,12.146295,0.68039286
E8.5:injection3:clone_12,5,5,0,14.725079,-2.4143517
E8.5:injection3:clone_122,2,0,3,0.07546868,4.6086445
E8.5:injection3:clone_128,1,2,8,9.196582,-1.6466696
E8.5:injection3:clone_130,4,10,11,11.346949,-5.0247526
E8.5:injection3:clone_132,0,3,17,13.215689,1.6778717
E8.5:injection3:clone_134,4,7,5,9.540332,-5.0207276
E8.5:injection3:clone_144,0,8,1,12.306514,-0.6687292
E8.5:injection3:clone_146,0,4,2,10.758468,0.03463015
E8.5:injection3:clone_147,0,4,2,12.247073,1.9315807
E8.5:injection3:clone_148,0,3,4,15.977099,0.8919584
E8.5:injection3:clone_15,0,4,17,13.223744,1.8588293
E8.5:injection3:clone_154,4,7,5,9.530533,-4.5002747
E8.5:injection3:clone_158,2,0,3,0.92588776,4.5298
E8.5:injection3:clone_164,5,4,2,13.792501,-1.9723251
E8.5:injection3:clone_169,2,0,6,-0.024517523,2.7757752
E8.5:injection3:clone_17,0,8,1,11.645717,-1.5335257
E8.5:injection3:clone_175,2,0,3,0.08056391,4.6050577
E8.5:injection3:clone_176,0,3,4,14.185919,-0.12983775
E8.5:injection3:clone_177,5,5,0,14.120176,-3.6053271
E8.5:injection3:clone_18,0,4,17,13.083443,0.75280535
E8.5:injection3:clone_185,5,5,0,14.7372,-3.5854714
E8.5:injection3:clone_186,7,11,14,3.070504,9.281278
E8.5:injection3:clone_188,0,4,2,9.865781,0.27925006
E8.5:injection3:clone_19,3,1,7,15.830925,2.9957268
E8.5:injection3:clone_191,0,8,1,10.93142,-0.789715
E8.5:injection3:clone_197,4,7,5,8.862483,-5.049198
E8.5:injection3:clone_2,2,0,3,-1.5194894,4.6118836
E8.5:injection3:clone_201,7,11,14,1.9350708,8.932381
E8.5:injection3:clone_202,5,5,0,14.543054,-3.7119675
E8.5:injection3:clone_207,6,9,9,-0.942601,1.3534254
E8.5:injection3:clone_22,7,11,14,2.4573367,8.992875
E8.5:injection3:clone_220,2,0,6,0.9576854,3.9346235
E8.5:injection3:clone_221,7,11,14,3.015044,9.493993
E8.5:injection3:clone_224,7,11,14,2.5383081,9.475485
E8.5:injection3:clone_23,1,6,13,12.399803,-4.2426624
E8.5:injection3:clone_230,4,10,11,12.254798,-6.795435
E8.5:injection3:clone_249,0,4,2,10.709484,0.83177537
E8.5:injection3:clone_25,2,0,6,0.16631651,2.7548406
E8.5:injection3:clone_267,7,11,14,2.9839907,9.076512
E8.5:injection3:clone_27,2,0,3,0.51353174,4.9292173
E8.5:injection3:clone_282,1,6,13,12.445441,-4.279307
E8.5:injection3:clone_3,5,5,0,15.217741,-3.727031
E8.5:injection3:clone_30,0,4,2,12.7071,1.4092745
E8.5:injection3:clone_35,2,0,3,-1.9510164,5.064156
E8.5:injection3:clone_353,4,10,11,12.34001,-6.9627924
E8.5:injection3:clone_38,3,1,7,15.765386,3.1325011
E8.5:injection3:clone_398,0,2,10,10.059572,-0.7460694
E8.5:injection3:clone_4,6,9,9,-0.47445202,1.4162014
E8.5:injection3:clone_41,1,6,13,11.8343,-4.0539975
E8.5:injection3:clone_43,2,0,6,0.19962616,4.023246
E8.5:injection3:clone_44,2,0,3,-1.7912704,4.9474983
E8.5:injection3:clone_48,3,1,7,15.070969,2.4428563
E8.5:injection3:clone_49,1,6,12,10.94477,-3.4392796
E8.5:injection3:clone_58,4,10,11,11.3026,-6.6649933
E8.5:injection3:clone_6,5,5,0,14.53561,-4.706745
E8.5:injection3:clone_60,1,6,13,12.5929985,-3.769632
E8.5:injection3:clone_64,1,6,12,11.035823,-3.4278777
E8.5:injection3:clone_65,2,0,3,-1.6622038,5.7319636
E8.5:injection3:clone_66,0,8,1,11.6183405,0.23927677
E8.5:injection3:clone_67,3,1,7,14.926394,2.1559234
E8.5:injection3:clone_71,0,4,2,10.637534,1.6230599
E8.5:injection3:clone_74,0,3,17,13.199078,1.2093079
E8.5:injection3:clone_76,4,10,11,12.243262,-6.563496
E8.5:injection3:clone_78,1,6,12,10.41188,-3.1317117
E8.5:injection3:clone_79,5,5,0,14.488151,-5.36237
E8.5:injection3:clone_8,1,6,12,11.407287,-3.8316486
E8.5:injection3:clone_82,7,11,14,2.155364,8.906084
E8.5:injection3:clone_85,5,5,0,14.479668,-3.6665802
E8.5:injection3:clone_86,0,4,2,10.317252,0.5419841
E8.5:injection3:clone_87,2,0,3,0.50487673,4.853567
