,leiden_0.5,leiden_1,leiden_2,UMAP1,UMAP2
E8.5:injection3:clone_9,7,11,14,2.1899836,8.561383
E8.5:injection3:clone_90,0,3,4,15.502698,1.318912
E8.5:injection3:clone_94,2,0,3,-1.2815317,4.82071
E8.5:injection3:clone_95,6,9,9,-1.1076199,0.5509723
E8.5:injection3:clone_96,1,2,8,9.898539,-1.9789761
E8.5:injection3:clone_99,6,9,9,-0.6041017,0.88093424
E8.5:injection4:clone_11,2,0,3,-0.14583836,5.6187215
E8.5:injection4:clone_110,0,3,1,12.87766,-0.5128458
E8.5:injection4:clone_12,2,0,3,-1.8085525,5.5574937
E8.5:injection4:clone_121,4,10,11,12.492411,-6.0092597
E8.5:injection4:clone_124,0,4,2,12.200947,2.0109844
E8.5:injection4:clone_146,6,9,9,-1.7017264,0.3529649
E8.5:injection4:clone_15,4,7,5,9.593419,-4.53054
E8.5:injection4:clone_150,0,4,2,10.787336,1.3198743
E8.5:injection4:clone_158,2,0,3,0.6249867,4.609469
E8.5:injection4:clone_176,2,0,3,0.1687973,4.2292476
E8.5:injection4:clone_188,1,6,12,10.851137,-3.317825
E8.5:injection4:clone_219,5,5,0,15.515729,-4.2088046
E8.5:injection4:clone_27,5,5,0,14.74744,-1.9319009
E8.5:injection4:clone_36,2,0,3,1.1352025,4.588477
E8.5:injection4:clone_37,1,6,12,11.080792,-3.688939
E8.5:injection4:clone_41,0,4,2,10.664409,0.7076645
E8.5:injection4:clone_52,5,5,0,13.906172,-4.3121896
E8.5:injection4:clone_69,2,0,3,0.31917188,4.3157244
E8.5:injection4:clone_73,5,5,0,15.506711,-3.955825
E8.5:injection4:clone_9,2,0,6,1.6138664,3.4272232
E8.5:injection4:clone_99,0,3,4,13.148388,0.64689684
E8.5:injection5:clone_0,6,9,9,-1.6568655,1.068672
E8.5:injection5:clone_103,3,1,7,16.146873,2.978404
E8.5:injection5:clone_108,0,3,4,13.402541,0.29613477
E8.5:injection5:clone_109,3,1,7,16.25453,2.0308723
E8.5:injection5:clone_1103,3,1,7,16.098051,1.7149047
E8.5:injection5:clone_117,0,3,4,15.493861,-0.16961789
E8.5:injection5:clone_119,0,3,4,15.258639,-0.08160589
E8.5:injection5:clone_126,3,1,15,15.724254,3.7820635
E8.5:injection5:clone_134,3,1,7,15.952215,2.4516983
E8.5:injection5:clone_1347,1,6,13,11.027699,-3.9464884
E8.5:injection5:clone_136,3,1,7,16.735397,2.8574972
E8.5:injection5:clone_138,3,1,16,16.830122,4.780632
E8.5:injection5:clone_139,3,1,7,17.016983,3.002698
E8.5:injection5:clone_145,0,3,4,13.210298,0.3615202
E8.5:injection5:clone_147,0,3,4,15.223479,1.3262786
E8.5:injection5:clone_149,3,1,7,15.70052,1.8986993
E8.5:injection5:clone_15,3,1,16,16.278856,5.067543
E8.5:injection5:clone_157,3,1,7,16.311182,2.5196033
E8.5:injection5:clone_158,3,1,16,16.537983,4.605856
E8.5:injection5:clone_160,5,5,0,14.978929,-5.0164113
E8.5:injection5:clone_167,0,3,1,12.943979,-0.51212627
E8.5:injection5:clone_179,0,3,4,13.461284,0.116134994
E8.5:injection5:clone_183,3,1,15,14.750087,4.124519
E8.5:injection5:clone_191,0,3,4,15.652597,0.104055926
E8.5:injection5:clone_194,3,1,7,16.627075,2.3144705
E8.5:injection5:clone_195,3,1,16,16.690697,4.8595123
E8.5:injection5:clone_2,3,1,16,16.722683,4.586899
E8.5:injection5:clone_20,5,5,0,15.147376,-4.2043986
E8.5:injection5:clone_202,3,1,7,15.595709,2.7292125
E8.5:injection5:clone_213,3,1,16,16.698233,4.0787435
E8.5:injection5:clone_216,3,1,7,15.802125,2.3079245
E8.5:injection5:clone_219,0,3,4,15.242025,1.6577433
E8.5:injection5:clone_22,4,10,11,12.3881855,-6.4932594
E8.5:injection5:clone_221,0,3,4,13.821123,0.8642097
E8.5:injection5:clone_23,0,3,4,14.767433,0.24448064
E8.5:injection5:clone_24,3,1,15,14.998122,4.6697726
E8.5:injection5:clone_247,3,1,7,16.156557,3.0959563
E8.5:injection5:clone_251,3,1,7,16.402264,2.5375798
E8.5:injection5:clone_252,0,3,17,13.400037,1.4899276
E8.5:injection5:clone_254,3,1,16,16.74723,3.7904856
E8.5:injection5:clone_266,3,1,7,16.267147,2.5835586
E8.5:injection5:clone_267,3,1,16,16.411224,4.2523108
E8.5:injection5:clone_269,3,1,7,15.965192,2.6653435
E8.5:injection5:clone_274,3,1,7,15.984056,1.8061347
E8.5:injection5:clone_279,0,3,4,15.687447,1.0377871
E8.5:injection5:clone_28,5,5,0,15.038718,-3.4065268
E8.5:injection5:clone_29,3,1,16,16.483492,4.9138336
E8.5:injection5:clone_290,0,8,1,12.833853,0.037544705
E8.5:injection5:clone_291,3,1,7,15.80219,2.9415154
E8.5:injection5:clone_296,0,3,4,13.771475,0.12026921
E8.5:injection5:clone_306,3,1,7,16.83936,3.002577
E8.5:injection5:clone_308,0,3,4,13.423406,0.49256527
E8.5:injection5:clone_31,1,2,10,8.247353,-0.2831007
E8.5:injection5:clone_315,3,1,16,16.069765,4.879082
E8.5:injection5:clone_32,3,1,7,16.754194,2.775382
E8.5:injection5:clone_321,1,6,12,10.844832,-3.28434
E8.5:injection5:clone_322,3,1,7,15.874751,2.010167
E8.5:injection5:clone_327,0,3,4,13.348412,0.16356356
E8.5:injection5:clone_331,0,8,1,11.43814,-1.0905715
E8.5:injection5:clone_337,0,3,4,15.716697,1.4551355
E8.5:injection5:clone_340,3,1,7,16.605034,3.4825854
E8.5:injection5:clone_342,1,2,10,8.420173,-0.059390843
E8.5:injection5:clone_35,3,1,7,16.832716,3.4315302
E8.5:injection5:clone_351,3,1,15,15.729304,4.399511
E8.5:injection5:clone_352,3,1,7,16.91611,2.4305444
E8.5:injection5:clone_356,2,0,6,-0.28081584,3.3118396
E8.5:injection5:clone_36,3,1,16,16.476086,4.0322742
E8.5:injection5:clone_367,3,1,7,16.863579,3.572876
E8.5:injection5:clone_368,0,3,4,14.063129,0.74461186
E8.5:injection5:clone_372,3,1,17,14.244557,2.4754138
E8.5:injection5:clone_375,0,3,4,14.36977,-0.32790193
E8.5:injection5:clone_39,3,1,7,15.890303,2.719216
E8.5:injection5:clone_41,3,1,16,16.537365,4.765881
E8.5:injection5:clone_413,0,3,4,14.444124,0.5179624
E8.5:injection5:clone_428,3,1,16,16.766064,3.7766514
E8.5:injection5:clone_430,3,1,7,16.778624,2.485965
E8.5:injection5:clone_439,3,1,16,16.190697,4.204907
E8.5:injection5:clone_457,1,2,10,8.373203,-0.21959591
E8.5:injection5:clone_464,3,1,16,16.442955,4.977822
E8.5:injection5:clone_466,0,3,1,13.104821,-0.19434465
E8.5:injection5:clone_472,0,3,1,13.146194,0.44910586
E8.5:injection5:clone_48,3,1,7,16.617176,2.0964134
E8.5:injection5:clone_480,0,8,1,12.406003,-0.055288218
E8.5:injection5:clone_49,3,1,7,16.984081,2.159993
E8.5:injection5:clone_52,3,1,7,16.136257,3.5369463
E8.5:injection5:clone_520,6,9,9,-1.4554312,1.2830428
E8.5:injection5:clone_527,3,1,7,14.895295,2.3505123
E8.5:injection5:clone_531,3,1,7,16.173641,1.991431
E8.5:injection5:clone_537,3,1,7,16.536264,3.3214169
E8.5:injection5:clone_55,0,3,4,14.385721,0.8348364
E8.5:injection5:clone_553,1,2,10,8.243329,-0.14530404
E8.5:injection5:clone_562,3,1,7,16.159252,2.5770082
E8.5:injection5:clone_59,1,6,13,11.450779,-4.2181177
E8.5:injection5:clone_6,5,5,0,15.354283,-3.604841
E8.5:injection5:clone_60,3,1,7,16.87212,2.588497
E8.5:injection5:clone_61,5,5,0,15.137781,-2.6475546
E8.5:injection5:clone_618,3,1,7,15.551764,2.3030434
E8.5:injection5:clone_62,3,1,7,16.68793,2.920652
E8.5:injection5:clone_634,3,1,7,15.988026,2.7790723
E8.5:injection5:clone_656,3,1,7,15.540262,2.0371335
E8.5:injection5:clone_664,0,3,1,13.407833,-0.34417415
E8.5:injection5:clone_679,0,3,1,13.114206,-0.49982908
E8.5:injection5:clone_68,5,5,0,15.019866,-4.4535117
E8.5:injection5:clone_7,3,1,16,16.403011,4.0237265
E8.5:injection5:clone_702,4,10,11,12.452476,-6.7880964
E8.5:injection5:clone_71,0,3,4,15.349071,0.94713557
E8.5:injection5:clone_72,3,1,7,16.41442,3.4472268
E8.5:injection5:clone_73,0,3,4,14.589336,0.12770802
E8.5:injection5:clone_793,3,1,7,16.499447,2.9015384
E8.5:injection5:clone_803,5,5,0,14.971394,-4.641447
E8.5:injection5:clone_811,7,11,14,2.2710185,8.655295
E8.5:injection5:clone_820,0,3,1,13.023331,0.64978856
E8.5:injection5:clone_822,0,3,1,13.410512,-0.6128908
E8.5:injection5:clone_84,3,1,7,16.149931,2.550846
E8.5:injection5:clone_86,4,10,11,11.849337,-5.8282814
E8.5:injection5:clone_884,5,5,0,14.596001,-4.358515
E8.5:injection5:clone_89,0,3,4,15.886539,0.76194525
E8.5:injection5:clone_9,3,1,16,16.556313,4.457084
E8.5:injection5:clone_91,0,3,4,13.873539,1.1989758
E8.5:injection5:clone_94,5,5,0,14.557725,-2.218692
E8.5:injection5:clone_95,0,3,4,15.315803,0.6035213
E8.5:injection6:clone_10,0,3,4,14.133247,0.81214213
E8.5:injection6:clone_11,3,1,17,14.252968,2.4708176
E8.5:injection6:clone_118,4,10,11,10.961645,-6.110703
E8.5:injection6:clone_12,2,0,3,-1.5207988,5.324251
E8.5:injection6:clone_13,1,2,8,9.4579315,-1.1024897
E8.5:injection6:clone_14,4,7,5,8.486532,-5.136301
E8.5:injection6:clone_147,4,10,11,12.721137,-6.8497834
E8.5:injection6:clone_16,2,0,3,-0.2167537,5.504896
E8.5:injection6:clone_17,3,1,7,15.797324,1.9573956
E8.5:injection6:clone_171,4,7,5,8.1232815,-4.762521
E8.5:injection6:clone_178,4,7,5,8.948655,-4.2065125
E8.5:injection6:clone_182,4,7,5,9.043208,-5.562247
E8.5:injection6:clone_184,4,7,5,9.460891,-5.4203887
E8.5:injection6:clone_186,4,7,5,8.287675,-4.5819917
E8.5:injection6:clone_187,4,7,5,9.414846,-4.80359
E8.5:injection6:clone_188,4,7,5,8.6657095,-4.818
E8.5:injection6:clone_189,2,0,6,0.79971886,4.0609274
E8.5:injection6:clone_19,2,0,3,0.779838,4.38922
E8.5:injection6:clone_193,4,7,5,8.841837,-5.485346
E8.5:injection6:clone_194,4,7,5,8.325861,-4.649374
E8.5:injection6:clone_196,4,10,11,12.588839,-7.121533
E8.5:injection6:clone_197,0,4,2,10.405073,1.4867563
E8.5:injection6:clone_20,0,3,4,14.29184,2.031532
E8.5:injection6:clone_200,4,7,5,8.717483,-4.7283564
E8.5:injection6:clone_201,4,7,5,9.194075,-4.308504
E8.5:injection6:clone_208,4,7,5,9.429596,-5.5757356
E8.5:injection6:clone_21,4,10,11,12.810416,-6.023899
E8.5:injection6:clone_211,4,7,5,9.022054,-4.576341
E8.5:injection6:clone_215,4,7,5,8.227359,-3.9718254
E8.5:injection6:clone_217,4,7,5,9.015901,-4.777865
E8.5:injection6:clone_218,2,0,6,0.85879916,3.6077883
E8.5:injection6:clone_22,2,0,3,-1.7120696,5.348512
E8.5:injection6:clone_223,6,9,9,-1.8194865,1.0827758
E8.5:injection6:clone_229,2,0,6,1.4997772,3.712314
E8.5:injection6:clone_23,4,10,11,11.062091,-5.467123
E8.5:injection6:clone_233,4,7,5,8.632885,-4.583523
E8.5:injection6:clone_235,4,10,11,12.925219,-6.880462
E8.5:injection6:clone_237,4,7,5,9.155239,-4.5659328
E8.5:injection6:clone_247,4,7,5,8.438578,-3.794106
E8.5:injection6:clone_255,4,7,5,9.027639,-5.4593887
E8.5:injection6:clone_256,4,7,5,8.86294,-5.06301
E8.5:injection6:clone_257,4,7,5,8.491726,-3.8468616
E8.5:injection6:clone_26,0,4,17,12.411403,1.2905064
E8.5:injection6:clone_262,4,7,5,8.30944,-4.7282996
E8.5:injection6:clone_264,4,10,11,12.525925,-7.062197
E8.5:injection6:clone_267,4,7,5,9.015683,-4.3396153
E8.5:injection6:clone_268,4,10,11,12.793405,-7.124793
E8.5:injection6:clone_272,4,7,5,9.253283,-5.3482594
E8.5:injection6:clone_275,4,7,5,9.406537,-5.955833
E8.5:injection6:clone_28,2,0,3,-0.69965285,4.759113
E8.5:injection6:clone_31,0,3,4,15.150789,0.09509737
E8.5:injection6:clone_32,0,4,2,9.6827,-0.16633146
E8.5:injection6:clone_35,4,7,5,8.765259,-4.136305
E8.5:injection6:clone_4,4,10,11,11.871134,-6.278923
E8.5:injection6:clone_407,2,0,6,0.8010873,3.6314635
E8.5:injection6:clone_43,5,5,0,15.53108,-3.5580885
E8.5:injection6:clone_46,2,0,3,0.88583297,4.863198
E8.5:injection6:clone_53,2,0,3,-1.1024051,5.435395
E8.5:injection6:clone_56,1,6,13,12.73393,-4.1651144
E8.5:injection6:clone_58,1,6,12,10.134415,-2.7106233
E8.5:injection6:clone_59,5,5,0,14.453257,-1.73849
E8.5:injection6:clone_62,5,5,0,14.154144,-4.7328434
E8.5:injection6:clone_63,4,10,11,12.681409,-6.8801875
E8.5:injection6:clone_65,2,0,3,0.6972287,4.6562366
E8.5:injection6:clone_72,0,4,17,12.880519,2.263673
E8.5:injection6:clone_8,1,6,12,10.290372,-3.3298655
E8.5:injection6:clone_82,0,4,2,11.312027,0.69152397
E8.5:injection6:clone_83,2,0,3,-1.2784888,5.7080865
E8.5:injection6:clone_87,2,0,3,-0.09752188,4.254873
E8.5:injection7:clone_112,0,3,17,13.257228,1.1648643
E8.5:injection7:clone_13,2,0,3,-1.2170228,5.147253
E8.5:injection7:clone_15,2,0,3,-1.3744425,5.654874
E8.5:injection7:clone_16,0,3,4,14.931826,-0.23694095
E8.5:injection7:clone_17,5,5,0,15.505497,-3.2216625
E8.5:injection7:clone_2,1,6,12,10.919203,-2.310881
E8.5:injection7:clone_20,5,5,0,15.352159,-4.3517523
E8.5:injection7:clone_23,0,4,2,10.687708,0.84065896
E8.5:injection7:clone_24,2,0,3,-1.5954908,4.4531446
E8.5:injection7:clone_26,4,7,5,9.352922,-3.681248
E8.5:injection7:clone_28,2,0,3,-0.81721354,5.0414534
E8.5:injection7:clone_31,5,5,0,15.615455,-4.305586
E8.5:injection7:clone_37,5,5,0,15.473723,-2.9309492
E8.5:injection7:clone_43,6,9,9,-0.681859,1.3797005
E8.5:injection7:clone_45,5,5,0,15.3052435,-3.393455
E8.5:injection7:clone_47,0,8,1,11.659323,0.5025263
E8.5:injection7:clone_5,2,0,3,-0.32364678,4.7738104
E8.5:injection7:clone_50,5,5,0,15.230265,-3.2121298
E8.5:injection7:clone_58,2,0,3,-0.42018208,5.0176997
E8.5:injection7:clone_59,0,8,1,11.621827,0.84737563
E8.5:injection7:clone_6,2,0,3,-1.1313065,5.326237
E8.5:injection7:clone_72,0,4,17,13.080063,1.6334124
E8.5:injection7:clone_9,0,2,8,9.154927,-0.776648
E8.5:injection7:clone_94,2,0,3,-1.3565542,4.5466614
