,leiden_0.5,leiden_1,leiden_2,perturbation,UMAP1,UMAP2
E7.5:injection10:clone_931,2,1,1,EGFP-1,11.714291,0.4978742
E7.5:injection10:clone_932,1,0,11,EGFP-1,14.117884,6.913605
E7.5:injection10:clone_933,1,0,10,Fzd2,12.692912,6.476388
E7.5:injection10:clone_934,5,6,15,EGFP-1,9.218322,3.8724039
E7.5:injection10:clone_935,2,1,1,multi_gRNA,10.762903,1.2510138
E7.5:injection10:clone_937,0,2,6,Lrp2,10.210185,10.01484
E7.5:injection10:clone_939,4,3,13,multi_gRNA,13.3478365,4.195705
E7.5:injection10:clone_942,2,1,1,EGFP-1,10.744255,1.1108015
E7.5:injection10:clone_943,1,0,9,Acvr2a,13.799994,5.982564
E7.5:injection10:clone_947,0,2,7,Acvr2a,10.209377,11.354529
E7.5:injection10:clone_948,0,5,3,Fgfr1,6.9467344,10.72338
E7.5:injection10:clone_950,1,0,2,NA,11.909197,8.67114
E7.5:injection10:clone_951,0,2,6,Lgr4,10.265361,10.727926
E7.5:injection10:clone_953,4,3,5,EGFP-1,12.417288,3.645625
E7.5:injection10:clone_954,1,0,2,Lgr4,12.248388,7.904741
E7.5:injection10:clone_956,4,3,5,Lgr4,12.786484,4.619472
E7.5:injection10:clone_958,1,0,10,Lgr4,12.849418,6.5579777
E7.5:injection10:clone_959,4,3,13,Lrp2,13.307703,3.751675
E7.5:injection10:clone_960,2,1,0,Fzd2,11.596525,-0.038491175
E7.5:injection10:clone_965,2,1,1,multi_gRNA,11.861178,1.0892085
E7.5:injection10:clone_967,0,2,7,multi_gRNA,9.387681,12.068323
E7.5:injection10:clone_968,5,6,15,Acvr2a,9.480086,2.989429
E7.5:injection10:clone_972,4,3,13,Fgfr1,13.409556,3.3244615
E7.5:injection10:clone_973,4,3,13,Fgfr1,12.636167,3.2114732
E7.5:injection10:clone_974,1,0,11,Lgr4,13.5736885,7.1618123
E7.5:injection10:clone_976,1,0,2,Fgfr1,12.959868,8.290649
E7.5:injection10:clone_977,4,3,13,Fzd2,13.552811,5.206772
E7.5:injection10:clone_978,0,2,7,multi_gRNA,9.648528,10.9397135
E7.5:injection10:clone_980,0,2,6,multi_gRNA,10.384739,10.98261
E7.5:injection10:clone_981,2,1,0,Lgr4,11.2942915,-0.37745562
E7.5:injection10:clone_982,0,5,3,Lrp2,7.139351,11.683715
E7.5:injection10:clone_983,1,0,2,Lgr4,12.555096,7.4258113
E7.5:injection10:clone_984,1,0,10,Fzd2,11.938784,7.3189344
E7.5:injection10:clone_985,1,0,9,multi_gRNA,12.803469,6.9005837
E7.5:injection10:clone_986,1,0,11,multi_gRNA,13.822659,8.492013
E7.5:injection10:clone_988,6,7,8,Fgfr1,-1.1246985,2.0894494
E7.5:injection10:clone_990,0,5,3,multi_gRNA,8.402765,11.963462
E7.5:injection10:clone_991,4,3,13,Lrp2,12.971852,3.4390929
E7.5:injection10:clone_993,1,0,9,Acvr2a,14.157726,6.6052628
E7.5:injection10:clone_997,4,3,5,multi_gRNA,12.605822,4.349126
E7.5:injection10:clone_998,2,1,0,EGFP-1,11.590449,-0.40199012
E7.5:injection5:clone_10,7,10,17,NA,6.331787,4.9308214
E7.5:injection5:clone_101,7,10,17,NA,6.4616413,4.886767
E7.5:injection5:clone_102,7,10,17,NA,6.2742205,4.3203344
E7.5:injection5:clone_1043,2,1,1,NA,11.016792,1.4153854
E7.5:injection5:clone_106,7,10,17,NA,6.2119493,4.686241
E7.5:injection5:clone_11,7,10,17,NA,6.472453,4.4929457
E7.5:injection5:clone_1120,6,7,8,NA,0.19324583,1.64709
E7.5:injection5:clone_113,5,6,15,NA,8.325737,4.6058125
E7.5:injection5:clone_114,7,10,17,NA,6.465712,4.3487782
E7.5:injection5:clone_118,5,6,15,NA,8.237391,4.471777
E7.5:injection5:clone_120,7,10,17,NA,6.6728883,4.4729724
E7.5:injection5:clone_122,7,10,17,NA,5.960915,4.7888813
E7.5:injection5:clone_129,5,6,15,NA,8.219798,4.079997
E7.5:injection5:clone_132,7,10,17,NA,6.192099,4.5628896
E7.5:injection5:clone_145,7,10,17,NA,6.129738,4.575456
E7.5:injection5:clone_148,7,10,17,NA,6.2886457,4.319187
E7.5:injection5:clone_150,7,10,17,NA,6.281118,5.0584154
E7.5:injection5:clone_157,7,10,17,NA,6.4620595,4.6154246
E7.5:injection5:clone_16,7,10,17,NA,6.421489,4.9005833
E7.5:injection5:clone_1620,1,0,2,NA,13.311579,8.371374
E7.5:injection5:clone_1621,1,0,2,NA,13.189077,8.080635
E7.5:injection5:clone_1622,0,5,3,NA,8.261763,10.788882
E7.5:injection5:clone_1623,1,0,2,NA,12.655295,7.8148293
E7.5:injection5:clone_1624,1,0,11,NA,13.911137,7.391597
E7.5:injection5:clone_1625,1,0,9,NA,14.228641,7.2113395
E7.5:injection5:clone_1626,4,3,13,NA,14.267091,3.91906
E7.5:injection5:clone_1627,1,0,11,NA,14.175477,7.2732153
E7.5:injection5:clone_1628,4,3,5,NA,13.239469,5.8488107
E7.5:injection5:clone_1629,0,11,16,NA,8.421917,9.608105
E7.5:injection5:clone_1630,0,2,16,NA,8.897767,10.379775
E7.5:injection5:clone_1631,1,0,2,NA,12.117457,7.820819
E7.5:injection5:clone_1632,0,2,16,NA,9.529999,9.960854
E7.5:injection5:clone_1634,0,11,16,NA,8.606955,9.391757
E7.5:injection5:clone_1635,0,2,6,NA,10.633075,10.054746
E7.5:injection5:clone_1636,1,0,11,NA,14.50972,7.0414853
E7.5:injection5:clone_1637,1,0,2,NA,12.497486,9.185073
E7.5:injection5:clone_1638,0,2,16,NA,9.124674,10.149076
E7.5:injection5:clone_1639,0,5,3,NA,8.125413,11.752732
E7.5:injection5:clone_1640,1,0,2,NA,13.357679,7.597815
E7.5:injection5:clone_1641,4,3,13,NA,13.229164,4.8494287
E7.5:injection5:clone_1642,0,11,16,NA,9.68026,9.046917
E7.5:injection5:clone_1644,0,2,16,NA,9.041235,10.141581
E7.5:injection5:clone_1645,4,3,13,NA,13.950031,4.158121
E7.5:injection5:clone_1646,0,11,16,NA,10.502648,8.671645
E7.5:injection5:clone_1647,1,0,11,NA,14.356498,7.8407397
E7.5:injection5:clone_1648,4,3,13,NA,13.1283045,3.473736
E7.5:injection5:clone_1649,1,0,11,NA,13.810833,5.681966
E7.5:injection5:clone_1650,0,2,16,NA,9.047757,9.978203
E7.5:injection5:clone_1652,4,3,5,NA,11.89513,4.406948
E7.5:injection5:clone_1654,1,0,11,NA,14.368518,7.462718
E7.5:injection5:clone_1655,1,0,2,NA,12.911728,7.852179
E7.5:injection5:clone_1656,1,0,10,NA,11.581864,6.7747726
E7.5:injection5:clone_1657,0,2,6,NA,11.383105,9.844743
E7.5:injection5:clone_1658,0,2,7,NA,9.3367,10.915285
E7.5:injection5:clone_1660,4,3,13,NA,14.10409,3.9323635
E7.5:injection5:clone_1661,1,0,11,NA,14.355317,6.680867
E7.5:injection5:clone_1662,1,0,9,NA,12.388605,7.251146
E7.5:injection5:clone_1663,1,0,11,NA,14.096106,7.5422835
E7.5:injection5:clone_1664,1,0,11,NA,14.2616205,8.106658
E7.5:injection5:clone_1665,4,3,13,NA,13.563956,4.136823
E7.5:injection5:clone_1667,0,5,3,NA,6.713763,11.121302
E7.5:injection5:clone_1670,2,1,1,NA,10.573892,1.1448354
E7.5:injection5:clone_1671,1,0,2,NA,12.329066,7.822806
E7.5:injection5:clone_1672,1,0,2,NA,11.888352,8.033984
E7.5:injection5:clone_1673,0,5,3,NA,7.732999,11.443074
E7.5:injection5:clone_1674,2,1,1,NA,12.104773,0.6506813
E7.5:injection5:clone_1676,1,0,2,NA,12.9957695,7.9403453
E7.5:injection5:clone_1677,4,3,5,NA,12.517365,4.9048505
E7.5:injection5:clone_1678,6,7,8,NA,-0.37848154,1.2342418
E7.5:injection5:clone_1679,0,2,6,NA,10.638075,10.51323
E7.5:injection5:clone_1680,2,1,1,NA,11.118105,1.0474287
E7.5:injection5:clone_1681,6,7,8,NA,-0.16143674,1.206567
E7.5:injection5:clone_1684,4,3,5,NA,12.552814,4.8519278
E7.5:injection5:clone_1686,0,11,16,NA,9.12221,9.056285
E7.5:injection5:clone_1687,0,2,6,NA,9.595607,9.956503
E7.5:injection5:clone_1688,2,1,1,NA,11.633509,1.6042448
E7.5:injection5:clone_1691,0,11,16,NA,9.160864,8.917788
E7.5:injection5:clone_1695,0,2,6,NA,9.80642,10.265349
E7.5:injection5:clone_1696,0,5,3,NA,7.107405,10.712234
E7.5:injection5:clone_1697,2,1,1,NA,12.103079,0.9439416
E7.5:injection5:clone_1698,0,5,3,NA,7.3262563,10.573064
E7.5:injection5:clone_1699,1,0,2,NA,13.61093,8.345703
E7.5:injection5:clone_17,7,10,17,NA,6.130905,4.9673324
E7.5:injection5:clone_1700,2,1,1,NA,10.95626,1.4761151
E7.5:injection5:clone_1701,1,0,11,NA,14.006574,7.89924
E7.5:injection5:clone_1703,1,0,2,NA,12.840129,8.558465
E7.5:injection5:clone_1704,4,3,13,NA,14.197526,3.74826
E7.5:injection5:clone_1705,1,0,10,NA,11.858019,7.2759995
E7.5:injection5:clone_1706,1,0,9,NA,13.957413,6.026227
E7.5:injection5:clone_1707,8,12,18,NA,3.7466664,4.8490987
E7.5:injection5:clone_1708,1,0,9,NA,14.032439,6.8431187
E7.5:injection5:clone_1711,0,5,3,NA,8.444112,10.522226
E7.5:injection5:clone_1712,1,0,9,NA,12.8267145,7.580356
E7.5:injection5:clone_1713,0,2,16,NA,9.016171,10.017507
E7.5:injection5:clone_1716,2,1,1,NA,11.866442,0.20577326
E7.5:injection5:clone_1729,0,11,16,NA,8.6212635,9.385977
E7.5:injection5:clone_1730,1,0,2,NA,13.220157,8.067794
E7.5:injection5:clone_1736,6,7,8,NA,0.4478032,1.5241313
E7.5:injection5:clone_1742,6,7,8,NA,0.6731046,1.8305604
E7.5:injection5:clone_1745,1,0,2,NA,11.814462,8.944847
E7.5:injection5:clone_1746,1,0,2,NA,11.748342,9.216879
E7.5:injection5:clone_1749,8,12,18,NA,1.8850079,4.0176163
E7.5:injection5:clone_175,7,10,17,NA,6.627869,4.6405354
E7.5:injection5:clone_1756,0,2,6,NA,10.276237,10.981665
E7.5:injection5:clone_1758,2,1,1,NA,10.948882,1.3106495
E7.5:injection5:clone_1779,1,0,11,NA,13.514672,5.844406
E7.5:injection5:clone_185,7,10,17,NA,6.5027556,4.712654
E7.5:injection5:clone_188,7,10,17,NA,6.422643,4.273739
E7.5:injection5:clone_20,7,10,17,NA,6.7989264,5.005307
E7.5:injection5:clone_209,5,6,15,NA,7.801284,4.8108397
E7.5:injection5:clone_21,5,6,15,NA,8.354854,4.550087
E7.5:injection5:clone_220,5,6,15,NA,7.7371087,4.8062797
E7.5:injection5:clone_237,7,10,17,NA,6.8228693,4.73774
E7.5:injection5:clone_24,5,6,15,NA,7.9279437,4.6688466
E7.5:injection5:clone_250,7,10,17,NA,6.387442,4.3569746
E7.5:injection5:clone_262,5,6,15,NA,7.782997,4.692526
E7.5:injection5:clone_263,7,10,17,NA,6.495321,5.0378904
E7.5:injection5:clone_264,7,10,17,NA,6.417341,4.6426535
E7.5:injection5:clone_268,7,10,17,NA,6.5437965,4.8172426
E7.5:injection5:clone_27,7,10,17,NA,5.888642,4.836517
E7.5:injection5:clone_273,6,7,8,NA,0.6577081,1.9970975
E7.5:injection5:clone_279,7,10,17,NA,6.111623,5.0032206
E7.5:injection5:clone_28,7,10,17,NA,6.5335755,4.6677737
E7.5:injection5:clone_282,5,6,15,NA,8.446417,3.984689
E7.5:injection5:clone_29,7,10,17,NA,6.035359,4.7896547
E7.5:injection5:clone_297,5,6,15,NA,8.541975,3.7468274
E7.5:injection5:clone_301,6,7,8,NA,0.7017721,2.00404
E7.5:injection5:clone_324,5,6,15,NA,8.689534,3.7151685
E7.5:injection5:clone_333,5,6,15,NA,8.551004,4.3583555
E7.5:injection5:clone_35,5,6,15,NA,8.245537,4.5497713
E7.5:injection5:clone_353,7,10,17,NA,6.56551,4.858291
E7.5:injection5:clone_356,5,6,15,NA,8.39776,4.53435
E7.5:injection5:clone_377,5,6,15,NA,8.465872,3.5989664
E7.5:injection5:clone_378,5,6,15,NA,9.349689,3.27122
E7.5:injection5:clone_38,7,10,17,NA,6.0656667,4.899832
E7.5:injection5:clone_381,5,6,15,NA,8.435014,4.0389533
E7.5:injection5:clone_385,5,6,15,NA,8.032893,3.7437284
E7.5:injection5:clone_397,5,6,15,NA,7.9219427,4.498466
E7.5:injection5:clone_42,7,10,17,NA,6.6385016,4.6716156
E7.5:injection5:clone_438,7,10,17,NA,6.4136043,4.5914493
E7.5:injection5:clone_442,7,10,17,NA,6.783816,4.605453
E7.5:injection5:clone_45,7,10,17,NA,6.426284,4.7583275
E7.5:injection5:clone_467,5,6,15,NA,8.145232,3.8943343
E7.5:injection5:clone_49,7,10,17,NA,6.379013,4.6384406
E7.5:injection5:clone_5,7,10,17,NA,6.445217,4.969928
E7.5:injection5:clone_50,7,10,17,NA,6.714129,4.5321636
E7.5:injection5:clone_51,7,10,17,NA,6.4181175,4.5032163
E7.5:injection5:clone_55,5,6,15,NA,8.281656,4.0850263
E7.5:injection5:clone_60,7,10,17,NA,7.0037494,4.5443134
E7.5:injection5:clone_61,5,6,15,NA,8.388891,4.2650976
E7.5:injection5:clone_638,5,6,15,NA,8.305794,4.4063454
E7.5:injection5:clone_67,7,10,17,NA,6.4761443,4.8746653
E7.5:injection5:clone_75,7,10,17,NA,6.36958,4.8225803
E7.5:injection5:clone_78,7,10,17,NA,6.142944,4.6822314
E7.5:injection5:clone_8,7,10,17,NA,6.91089,4.486522
E7.5:injection5:clone_85,7,10,17,NA,7.2380996,4.4710665
E7.5:injection5:clone_90,7,10,17,NA,6.271309,4.4907007
E7.5:injection5:clone_92,7,10,17,NA,6.367251,4.4372764
E7.5:injection5:clone_93,7,10,17,NA,6.280959,4.7875867
E7.5:injection5:clone_94,7,10,17,NA,6.7644253,4.9535127
E7.5:injection5:clone_96,5,6,15,NA,7.7110634,4.6912313
E7.5:injection6:clone_1000,0,5,3,NA,8.292334,10.806768
E7.5:injection6:clone_1001,0,11,16,NA,9.520054,8.8111725
E7.5:injection6:clone_1003,1,0,10,NA,11.891336,6.400146
E7.5:injection6:clone_1005,1,0,10,NA,12.004285,5.8985753
E7.5:injection6:clone_1006,3,4,12,NA,-2.6430097,7.257046
E7.5:injection6:clone_1008,0,11,16,NA,7.8825846,9.509544
E7.5:injection6:clone_1009,1,0,10,NA,11.798268,6.2566333
E7.5:injection6:clone_1011,4,3,13,NA,13.607004,3.7181885
E7.5:injection6:clone_1012,3,4,12,NA,-1.8904712,7.603418
E7.5:injection6:clone_1016,0,11,16,NA,9.323462,8.8746605
E7.5:injection6:clone_1018,2,1,0,NA,12.385993,-1.0563939
E7.5:injection6:clone_1019,3,9,14,NA,-1.3944341,7.013686
E7.5:injection6:clone_1020,2,1,1,NA,12.2786255,0.8015975
E7.5:injection6:clone_1021,2,1,1,NA,12.478214,0.52766997
E7.5:injection6:clone_1022,3,4,12,NA,-2.2541182,7.391779
E7.5:injection6:clone_1023,1,0,9,NA,13.938267,7.9784603
E7.5:injection6:clone_1024,11,15,22,NA,-3.558464,10.923707
E7.5:injection6:clone_1025,1,0,10,NA,11.428824,6.971587
E7.5:injection6:clone_1027,3,4,12,NA,-3.9961188,7.722918
E7.5:injection6:clone_1029,8,12,18,NA,1.9524124,4.6428385
E7.5:injection6:clone_1030,3,4,20,NA,-3.4753451,6.3325715
E7.5:injection6:clone_1031,1,0,10,NA,11.821846,6.658268
E7.5:injection6:clone_1032,2,1,0,NA,12.1186075,-0.95936996
E7.5:injection6:clone_1033,0,11,16,NA,8.1016035,9.310888
E7.5:injection6:clone_1034,0,11,16,NA,7.679098,9.365293
E7.5:injection6:clone_1035,3,4,20,NA,-3.6112587,6.0263357
E7.5:injection6:clone_1036,2,1,0,NA,12.309055,-1.0989375
E7.5:injection6:clone_1038,0,11,16,NA,8.299485,10.205369
E7.5:injection6:clone_1039,0,11,16,NA,8.900899,9.093517
E7.5:injection6:clone_1040,2,1,0,NA,11.586982,-0.8509185
E7.5:injection6:clone_1044,6,7,8,NA,-0.8870277,1.5697185
E7.5:injection6:clone_1045,0,2,7,NA,9.683524,11.831476
E7.5:injection6:clone_1048,3,4,12,NA,-3.0071175,7.2123175
E7.5:injection6:clone_1050,0,11,16,NA,8.533586,9.790283
E7.5:injection6:clone_1053,1,0,10,NA,12.13161,6.23747
E7.5:injection6:clone_1055,4,3,13,NA,13.864727,3.896246
E7.5:injection6:clone_1056,3,4,20,NA,-3.3753529,5.99692
E7.5:injection6:clone_1059,3,9,14,NA,-1.7147048,7.1003847
E7.5:injection6:clone_1061,4,3,13,NA,13.161995,3.9192688
E7.5:injection6:clone_1062,10,14,21,NA,3.942124,6.631506
E7.5:injection6:clone_1064,1,0,2,NA,12.685499,8.238612
E7.5:injection6:clone_1065,3,4,12,NA,-2.3117523,7.5803723
E7.5:injection6:clone_1066,0,11,16,NA,7.8992243,9.64984
E7.5:injection6:clone_1067,0,11,16,NA,9.272043,8.999437
E7.5:injection6:clone_1068,1,0,2,NA,12.585179,8.043952
E7.5:injection6:clone_1069,0,11,16,NA,9.547792,8.976716
E7.5:injection6:clone_1070,0,2,7,NA,10.23031,11.204413
E7.5:injection6:clone_1071,3,4,20,NA,-3.3601937,6.486992
E7.5:injection6:clone_1072,2,1,0,NA,11.686078,-1.7522482
E7.5:injection6:clone_1073,2,1,0,NA,11.112596,-1.6063854
E7.5:injection6:clone_1074,4,3,13,NA,12.659527,2.758962
E7.5:injection6:clone_1075,1,0,10,NA,12.299232,6.6275754
E7.5:injection6:clone_1076,3,4,12,NA,-2.509747,7.6426682
E7.5:injection6:clone_1077,1,0,10,NA,12.283065,5.913044
E7.5:injection6:clone_1078,3,9,14,NA,-1.1752924,6.663325
E7.5:injection6:clone_1079,2,1,0,NA,11.722138,-0.93285567
E7.5:injection6:clone_1080,2,1,0,NA,12.456036,-0.6931746
E7.5:injection6:clone_1082,3,9,14,NA,-1.1549821,5.7298207
E7.5:injection6:clone_1083,1,0,2,NA,12.014001,9.0912485
E7.5:injection6:clone_1086,0,2,6,NA,10.529881,10.073143
E7.5:injection6:clone_1087,3,13,19,NA,-1.9289248,5.2014384
E7.5:injection6:clone_1089,1,0,2,NA,12.264055,9.133339
E7.5:injection6:clone_1091,6,7,8,NA,-0.40377283,1.7677231
E7.5:injection6:clone_1092,5,8,4,NA,8.912771,1.4454843
E7.5:injection6:clone_1093,3,4,12,NA,-2.3143678,7.7137146
E7.5:injection6:clone_1094,2,1,1,NA,12.292865,0.69332516
E7.5:injection6:clone_1096,3,4,12,NA,-3.7236252,7.935524
E7.5:injection6:clone_1097,0,2,7,NA,9.401909,10.356113
E7.5:injection6:clone_1098,3,4,12,NA,-3.030345,7.2713666
E7.5:injection6:clone_1101,3,4,12,NA,-4.113186,7.6384287
E7.5:injection6:clone_1103,1,6,10,NA,11.214906,6.6326137
E7.5:injection6:clone_1104,0,2,6,NA,11.075316,9.8002205
E7.5:injection6:clone_1105,3,4,20,NA,-3.5465078,6.8652062
E7.5:injection6:clone_1106,3,9,14,NA,-1.0944219,5.863864
E7.5:injection6:clone_1109,0,11,16,NA,8.665201,9.34367
E7.5:injection6:clone_1111,3,9,14,NA,-2.088737,6.7859616
E7.5:injection6:clone_1113,2,1,0,NA,11.435409,-0.9983197
E7.5:injection6:clone_1115,0,5,3,NA,8.289876,10.976005
E7.5:injection6:clone_1116,6,7,8,NA,0.2746176,1.7831234
E7.5:injection6:clone_1117,0,11,16,NA,7.9894667,9.322224
E7.5:injection6:clone_1118,2,1,1,NA,10.678555,1.8168479
E7.5:injection6:clone_1120,0,2,7,NA,9.378029,10.844251
E7.5:injection6:clone_1121,10,14,21,NA,4.0257173,6.7017407
E7.5:injection6:clone_1122,2,1,1,NA,11.635316,0.34747794
E7.5:injection6:clone_1124,3,4,12,NA,-4.308368,7.885361
E7.5:injection6:clone_1125,3,4,20,NA,-3.5641453,6.3812113
E7.5:injection6:clone_1127,3,9,14,NA,-0.78143704,6.9645796
E7.5:injection6:clone_1130,3,4,20,NA,-3.532046,6.110146
E7.5:injection6:clone_1131,0,5,3,NA,8.147201,10.980943
E7.5:injection6:clone_1132,3,4,20,NA,-3.1871774,6.448058
E7.5:injection6:clone_1133,11,15,22,NA,-3.5341473,10.806391
E7.5:injection6:clone_1134,6,7,8,NA,0.41676334,1.9844725
E7.5:injection6:clone_1136,3,4,12,NA,-3.180818,7.575199
E7.5:injection6:clone_1137,3,4,12,NA,-4.087083,7.7779765
E7.5:injection6:clone_1138,6,7,8,NA,-0.22006994,1.2469158
E7.5:injection6:clone_1139,0,2,6,NA,10.389749,9.872246
E7.5:injection6:clone_1140,8,12,18,NA,1.9029249,4.5956364
E7.5:injection6:clone_1141,3,4,12,NA,-4.1935906,7.8663583
E7.5:injection6:clone_1142,5,8,4,NA,8.531913,1.2427285
E7.5:injection6:clone_1145,8,12,18,NA,2.278486,4.4811034
E7.5:injection6:clone_1147,1,0,2,NA,12.174819,7.900771
E7.5:injection6:clone_1148,8,12,18,NA,2.2011018,4.374703
E7.5:injection6:clone_1150,1,0,10,NA,11.492313,7.459058
E7.5:injection6:clone_1152,3,9,14,NA,-0.9417307,6.4585724
E7.5:injection6:clone_1153,1,0,2,NA,11.67774,8.931843
E7.5:injection6:clone_1154,6,7,8,NA,-0.35308453,1.6546172
E7.5:injection6:clone_1155,3,9,14,NA,-1.3957716,6.20425
E7.5:injection6:clone_1157,0,11,16,NA,8.320147,9.788522
E7.5:injection6:clone_1158,3,4,12,NA,-1.996879,7.8328032
E7.5:injection6:clone_1160,3,9,14,NA,-1.6155859,6.864779
E7.5:injection6:clone_1165,2,1,1,NA,11.647309,0.8759812
E7.5:injection6:clone_1166,1,0,2,NA,12.622788,8.011802
E7.5:injection6:clone_1167,0,5,3,NA,8.172393,11.263059
E7.5:injection6:clone_1169,0,11,16,NA,7.683541,9.36956
E7.5:injection6:clone_1171,6,7,8,NA,0.26629272,1.8880179
E7.5:injection6:clone_1173,0,11,16,NA,9.618477,8.871909
E7.5:injection6:clone_1175,0,2,7,NA,9.164845,12.048836
E7.5:injection6:clone_1177,2,1,1,NA,12.205817,1.6952688
E7.5:injection6:clone_1178,3,9,14,NA,-1.0635221,6.8973975
E7.5:injection6:clone_1180,3,4,20,NA,-3.6094427,5.7963324
E7.5:injection6:clone_1182,0,5,3,NA,8.2835865,11.071396
E7.5:injection6:clone_1183,0,5,3,NA,6.7406616,10.607965
E7.5:injection6:clone_1184,3,9,14,NA,-2.2393475,6.5991673
E7.5:injection6:clone_1185,3,9,14,NA,-1.0320085,7.118986
E7.5:injection6:clone_1186,3,9,14,NA,-1.577619,6.9157815
E7.5:injection6:clone_1187,3,4,12,NA,-2.169515,7.30588
E7.5:injection6:clone_1190,1,0,2,NA,12.308659,8.280151
E7.5:injection6:clone_1191,1,0,10,NA,11.939977,6.1140776
E7.5:injection6:clone_1192,2,1,0,NA,11.812851,-1.1576161
E7.5:injection6:clone_1195,8,12,18,NA,2.166189,4.380075
E7.5:injection6:clone_1198,5,8,4,NA,8.366251,2.4314165
E7.5:injection6:clone_1199,6,7,8,NA,-1.2504135,1.9126449
E7.5:injection6:clone_1201,0,11,16,NA,8.467607,9.623728
E7.5:injection6:clone_1203,3,9,14,NA,-1.5574038,6.9667525
E7.5:injection6:clone_1205,3,4,12,NA,-3.4272792,7.3197894
E7.5:injection6:clone_1208,0,5,3,NA,8.212444,10.951666
E7.5:injection6:clone_1210,2,1,0,NA,12.071683,-0.8680818
E7.5:injection6:clone_1211,3,4,20,NA,-3.127598,6.613062
E7.5:injection6:clone_1212,6,7,8,NA,-0.2530511,1.147113
E7.5:injection6:clone_1213,3,9,14,NA,-1.9018458,7.0118165
E7.5:injection6:clone_1215,0,11,16,NA,9.716954,8.887857
E7.5:injection6:clone_1218,3,4,12,NA,-3.3403058,7.320004
E7.5:injection6:clone_1220,2,1,1,NA,11.363034,0.5794231
E7.5:injection6:clone_1221,3,4,12,NA,-4.145786,7.794398
E7.5:injection6:clone_1222,2,1,1,NA,11.918025,0.42500436
E7.5:injection6:clone_1223,1,0,11,NA,14.5105,7.527233
E7.5:injection6:clone_1225,4,3,5,NA,13.134939,5.5267315
E7.5:injection6:clone_1226,3,4,12,NA,-3.3290212,7.6349807
E7.5:injection6:clone_1228,2,1,0,NA,12.340221,-1.3175683
E7.5:injection6:clone_1229,3,9,14,NA,-1.0204707,5.7007008
E7.5:injection6:clone_1230,1,0,11,NA,11.220545,6.609207
E7.5:injection6:clone_1231,0,5,3,NA,8.192505,10.824329
E7.5:injection6:clone_1232,11,15,22,NA,-3.4973645,10.857938
E7.5:injection6:clone_1234,3,4,12,NA,-4.0717325,7.6770406
E7.5:injection6:clone_1235,3,4,12,NA,-2.0996194,7.802784
E7.5:injection6:clone_1238,0,11,16,NA,7.9138017,9.32853
E7.5:injection6:clone_1241,3,4,12,NA,-4.114114,7.565117
E7.5:injection6:clone_1245,0,11,16,NA,7.999927,10.022267
E7.5:injection6:clone_1246,0,2,6,NA,10.561822,11.068738
E7.5:injection6:clone_1247,3,4,12,NA,-2.0462565,7.8267455
E7.5:injection6:clone_1248,1,0,2,NA,12.4683485,8.035727
E7.5:injection6:clone_1249,1,0,11,NA,11.006787,6.483524
E7.5:injection6:clone_1251,2,1,0,NA,11.451718,-0.8992092
E7.5:injection6:clone_1252,3,4,12,NA,-3.156412,7.541246
E7.5:injection6:clone_1253,3,4,12,NA,-3.2502103,7.75618
E7.5:injection6:clone_1254,1,0,10,NA,12.160255,6.6597295
E7.5:injection6:clone_1256,3,4,12,NA,-2.672356,7.111044
E7.5:injection6:clone_1257,1,0,2,NA,12.364527,7.609942
E7.5:injection6:clone_1259,2,1,1,NA,12.6633,0.22490811
E7.5:injection6:clone_1260,3,9,14,NA,-1.5409567,7.505514
E7.5:injection6:clone_1262,0,5,3,NA,8.705785,10.487322
E7.5:injection6:clone_1265,1,0,10,NA,12.204119,7.0871477
E7.5:injection6:clone_1266,3,4,12,NA,-2.024054,7.882931
E7.5:injection6:clone_1267,3,4,12,NA,-2.0520632,7.692664
E7.5:injection6:clone_1268,3,4,20,NA,-3.6600525,6.303904
E7.5:injection6:clone_1271,2,1,1,NA,11.894154,0.65427566
E7.5:injection6:clone_1272,6,7,8,NA,-0.3183531,1.0326773
E7.5:injection6:clone_1273,0,2,6,NA,10.265812,11.097613
E7.5:injection6:clone_1274,6,7,8,NA,-0.75664586,1.8499436
E7.5:injection6:clone_1275,3,9,14,NA,-1.2802514,5.858369
E7.5:injection6:clone_1276,3,9,14,NA,-0.8979415,6.108193
E7.5:injection6:clone_1277,2,1,1,NA,12.72482,0.492453
E7.5:injection6:clone_1279,0,11,16,NA,7.803092,9.344287
E7.5:injection6:clone_1281,11,15,22,NA,-3.4570282,10.828453
E7.5:injection6:clone_1282,3,4,20,NA,-3.5895288,6.0087814
E7.5:injection6:clone_1283,3,4,12,NA,-3.1337895,7.98522
E7.5:injection6:clone_1284,0,2,7,NA,8.907274,11.492885
E7.5:injection6:clone_1285,0,2,6,NA,9.963178,10.853843
E7.5:injection6:clone_1287,3,4,12,NA,-3.0612,7.8783846
E7.5:injection6:clone_1288,3,4,12,NA,-1.5858102,7.596262
E7.5:injection6:clone_1289,3,4,20,NA,-3.227479,6.0230985
E7.5:injection6:clone_1290,2,1,1,NA,12.379055,0.37675595
E7.5:injection6:clone_1295,3,4,12,NA,-4.1004853,7.5877256
E7.5:injection6:clone_1302,2,1,0,NA,11.382791,-1.9103353
E7.5:injection6:clone_1303,0,5,3,NA,7.3970714,11.45142
