,leiden_0.5,leiden_1,leiden_2,perturbation,UMAP1,UMAP2
E7.5:injection6:clone_944,0,2,6,NA,9.453345,9.911859
E7.5:injection6:clone_945,0,11,16,NA,9.587486,8.872087
E7.5:injection6:clone_946,0,2,6,NA,10.111495,10.633932
E7.5:injection6:clone_947,9,13,19,NA,-2.9224293,4.494104
E7.5:injection6:clone_948,0,2,7,NA,8.852564,11.633417
E7.5:injection6:clone_949,3,9,14,NA,-0.6627017,6.1388693
E7.5:injection6:clone_950,1,0,2,NA,11.533335,8.621931
E7.5:injection6:clone_951,1,0,11,NA,14.269816,7.5040073
E7.5:injection6:clone_952,0,5,3,NA,7.349469,10.964042
E7.5:injection6:clone_953,1,0,11,NA,13.749035,7.407729
E7.5:injection6:clone_954,0,11,16,NA,9.654853,8.93749
E7.5:injection6:clone_955,1,0,11,NA,14.583257,6.8722773
E7.5:injection6:clone_956,5,8,4,NA,8.257001,0.59412795
E7.5:injection6:clone_957,0,2,16,NA,8.930246,9.856318
E7.5:injection6:clone_958,1,0,2,NA,12.296412,8.7537985
E7.5:injection6:clone_959,10,14,21,NA,3.9651904,6.638596
E7.5:injection6:clone_961,2,1,0,NA,12.587158,-0.7009014
E7.5:injection6:clone_965,3,9,14,NA,-1.4930652,7.009189
E7.5:injection6:clone_966,4,0,5,NA,13.128158,5.966374
E7.5:injection6:clone_968,0,5,3,NA,8.300483,10.521272
E7.5:injection6:clone_969,3,4,12,NA,-3.8377051,7.826982
E7.5:injection6:clone_970,3,9,14,NA,-1.3407686,5.983791
E7.5:injection6:clone_971,3,4,12,NA,-4.300415,7.9688377
E7.5:injection6:clone_972,6,7,8,NA,-1.180459,2.0563362
E7.5:injection6:clone_973,3,9,14,NA,-0.8521141,6.830197
E7.5:injection6:clone_974,0,2,7,NA,9.962025,11.591461
E7.5:injection6:clone_975,3,4,20,NA,-3.541414,6.2774663
E7.5:injection6:clone_976,0,2,16,NA,8.895374,10.058348
E7.5:injection6:clone_977,1,0,10,NA,12.09007,6.5342875
E7.5:injection6:clone_978,0,2,7,NA,9.374034,10.510606
E7.5:injection6:clone_979,11,15,22,NA,-3.5125852,10.835956
E7.5:injection6:clone_980,0,11,16,NA,8.23707,10.49586
E7.5:injection6:clone_981,1,0,9,NA,13.653995,8.138791
E7.5:injection6:clone_982,1,0,2,NA,11.848968,9.478272
E7.5:injection6:clone_983,0,2,6,NA,9.879729,10.006551
E7.5:injection6:clone_984,3,4,12,NA,-3.0064151,7.4387994
E7.5:injection6:clone_985,8,12,18,NA,2.2310493,4.4273953
E7.5:injection6:clone_986,1,0,10,NA,11.777844,7.1199484
E7.5:injection6:clone_988,3,9,14,NA,-1.0241832,6.762974
E7.5:injection6:clone_990,2,1,0,NA,12.516993,-0.8718133
E7.5:injection6:clone_991,3,9,14,NA,-1.0543483,6.7239723
E7.5:injection6:clone_992,0,2,7,NA,10.106836,11.011663
E7.5:injection6:clone_993,3,9,14,NA,-1.0802119,5.718881
E7.5:injection6:clone_994,6,7,8,NA,-0.39825878,1.2161934
E7.5:injection6:clone_995,0,2,6,NA,10.671318,10.878445
E7.5:injection9:clone_1000,0,5,3,Acvr2a,6.8977585,11.273116
E7.5:injection9:clone_1001,1,0,9,Fzd2,14.009021,7.005936
E7.5:injection9:clone_1002,0,2,6,Lrp2,10.490091,11.109275
E7.5:injection9:clone_1003,0,2,6,EGFP-1,10.790131,10.123819
E7.5:injection9:clone_1004,1,0,9,Lgr4,13.107992,6.674987
E7.5:injection9:clone_1005,1,0,2,Acvr2a,12.853044,7.656806
E7.5:injection9:clone_1006,0,5,3,EGFP-1,6.8161316,11.275345
E7.5:injection9:clone_1007,4,3,13,Acvr2a,13.39986,3.3294501
E7.5:injection9:clone_1008,4,3,13,Lgr4,12.970566,3.2357528
E7.5:injection9:clone_1009,4,0,5,EGFP-1,13.03966,5.8593597
E7.5:injection9:clone_1010,1,0,11,Lgr4,14.521075,7.590687
E7.5:injection9:clone_1011,0,2,6,uncertain,10.276006,10.050498
E7.5:injection9:clone_1012,0,5,3,Fzd2,7.4993377,11.554474
E7.5:injection9:clone_1013,0,2,7,Fgfr1,9.512107,10.665392
E7.5:injection9:clone_1014,0,2,6,Acvr2a,10.531968,11.059262
E7.5:injection9:clone_1015,0,2,6,Fgfr1,10.49074,10.371935
E7.5:injection9:clone_1016,4,3,13,Lgr4,13.135437,3.6787612
E7.5:injection9:clone_1017,1,0,9,Lgr4,12.985022,6.8145175
E7.5:injection9:clone_1019,0,2,7,Lrp2,10.023963,11.492328
E7.5:injection9:clone_1020,1,0,2,Lrp2,12.226372,8.92421
E7.5:injection9:clone_1021,0,5,3,Acvr2a,8.042617,11.208461
E7.5:injection9:clone_1022,4,0,5,EGFP-1,13.012871,5.6282234
E7.5:injection9:clone_1024,1,0,9,EGFP-1,13.529662,7.8291473
E7.5:injection9:clone_1025,1,0,9,EGFP-1,12.757341,6.554963
E7.5:injection9:clone_1028,1,0,2,Lgr4,12.27267,8.552991
E7.5:injection9:clone_1029,0,2,7,EGFP-1,8.907283,11.668943
E7.5:injection9:clone_1030,0,2,6,Acvr2a,10.734101,10.392644
E7.5:injection9:clone_1033,1,0,11,Fgfr1,13.669693,7.3134747
E7.5:injection9:clone_1034,0,2,7,EGFP-1,8.956578,11.314232
E7.5:injection9:clone_1035,4,3,13,EGFP-1,12.67552,2.8791924
E7.5:injection9:clone_1036,1,0,11,Lrp2,14.223433,8.167957
E7.5:injection9:clone_1037,0,2,7,Acvr2a,10.066758,11.335946
E7.5:injection9:clone_1038,0,5,3,EGFP-1,7.646231,11.046709
E7.5:injection9:clone_104,0,2,6,Fzd2,10.490702,10.337458
E7.5:injection9:clone_1040,1,0,2,Acvr2a,12.463402,8.174243
E7.5:injection9:clone_1041,0,2,6,multi_gRNA,10.781974,10.013503
E7.5:injection9:clone_1042,4,3,13,Lgr4,13.553652,4.266858
E7.5:injection9:clone_1043,0,5,3,Acvr2a,7.9017377,11.95586
E7.5:injection9:clone_1044,1,0,2,EGFP-1,12.428703,9.196399
E7.5:injection9:clone_1045,0,5,3,EGFP-1,7.9094043,11.603226
E7.5:injection9:clone_1047,1,0,11,EGFP-1,14.657753,7.4250436
E7.5:injection9:clone_1048,1,0,2,Lgr4,12.696509,8.9330635
E7.5:injection9:clone_1049,4,3,13,Acvr2a,13.62062,3.494723
E7.5:injection9:clone_1051,1,0,9,Lrp2,13.921356,6.083165
E7.5:injection9:clone_1052,1,0,2,Acvr2a,12.359247,8.735769
E7.5:injection9:clone_1053,1,0,9,NA,13.6900015,7.577248
E7.5:injection9:clone_1054,0,2,6,EGFP-1,10.675329,10.877296
E7.5:injection9:clone_1055,0,2,7,multi_gRNA,9.221064,12.048961
E7.5:injection9:clone_1057,1,0,9,EGFP-1,13.33687,8.298887
E7.5:injection9:clone_1058,4,0,5,Lgr4,13.102219,5.9277244
E7.5:injection9:clone_1060,1,0,9,Fgfr1,13.223547,6.854092
E7.5:injection9:clone_1061,8,12,18,Lrp2,1.8629547,4.6543355
E7.5:injection9:clone_1062,4,0,5,Fgfr1,12.897498,5.997934
E7.5:injection9:clone_1063,0,5,3,EGFP-1,8.398378,11.4535
E7.5:injection9:clone_1064,4,3,13,Acvr2a,13.684707,4.171885
E7.5:injection9:clone_1067,0,2,6,Fgfr1,10.745567,10.462777
E7.5:injection9:clone_1068,0,5,3,Lgr4,8.130942,11.276046
E7.5:injection9:clone_1069,0,2,6,EGFP-1,11.273081,9.745707
E7.5:injection9:clone_1070,0,5,3,EGFP-1,8.902243,10.528181
E7.5:injection9:clone_1071,0,5,3,multi_gRNA,8.603565,11.322275
E7.5:injection9:clone_1072,1,0,11,Fzd2,13.749843,7.7233057
E7.5:injection9:clone_1073,0,2,6,Acvr2a,10.856252,10.496358
E7.5:injection9:clone_1074,4,3,5,NA,12.090418,4.584165
E7.5:injection9:clone_1075,0,2,7,Lrp2,10.157203,11.2938385
E7.5:injection9:clone_1077,1,0,2,EGFP-1,13.304494,7.9870443
E7.5:injection9:clone_1078,0,2,6,Lrp2,10.804681,10.145356
E7.5:injection9:clone_1079,0,2,7,Lrp2,9.426842,11.896835
E7.5:injection9:clone_1083,1,0,2,Acvr2a,12.818293,8.105309
E7.5:injection9:clone_1084,0,2,6,Fzd2,10.4010725,10.741797
E7.5:injection9:clone_1086,0,5,3,Lgr4,8.314848,11.512165
E7.5:injection9:clone_1087,0,5,3,EGFP-1,8.555137,10.790167
E7.5:injection9:clone_1090,4,3,13,multi_gRNA,12.904147,3.1598523
E7.5:injection9:clone_1091,0,2,6,Lgr4,10.125098,10.154586
E7.5:injection9:clone_1096,4,3,13,multi_gRNA,13.081386,3.5338802
E7.5:injection9:clone_1097,0,5,3,EGFP-1,7.874697,11.69951
E7.5:injection9:clone_1098,0,2,6,Acvr2a,10.793544,10.273776
E7.5:injection9:clone_1101,1,0,9,Acvr2a,13.816844,5.9863667
E7.5:injection9:clone_1104,1,0,2,Fzd2,12.836835,9.074153
E7.5:injection9:clone_1106,0,2,7,Acvr2a,9.026887,11.945558
E7.5:injection9:clone_1109,0,2,7,multi_gRNA,8.989961,12.038981
E7.5:injection9:clone_1110,1,0,2,Acvr2a,12.644442,8.31425
E7.5:injection9:clone_1111,4,3,13,Acvr2a,13.415686,4.775209
E7.5:injection9:clone_1113,0,5,3,Fzd2,7.40632,11.457392
E7.5:injection9:clone_1114,4,3,13,Lgr4,12.585778,2.902209
E7.5:injection9:clone_1116,0,2,7,EGFP-1,9.236477,11.905097
E7.5:injection9:clone_1117,0,5,3,EGFP-1,7.969208,11.491001
E7.5:injection9:clone_1118,0,5,3,Lrp2,7.553792,11.866837
E7.5:injection9:clone_1120,1,0,2,Lgr4,12.327376,8.575893
E7.5:injection9:clone_1121,4,0,5,Fzd2,13.283706,5.7001996
E7.5:injection9:clone_1122,4,3,5,Lgr4,13.154325,4.8379636
E7.5:injection9:clone_1124,0,5,3,Lrp2,7.4270034,11.364399
E7.5:injection9:clone_1125,0,5,3,Fzd2,7.1424155,10.75957
E7.5:injection9:clone_1129,6,7,8,Lrp2,-0.4357624,1.2237538
E7.5:injection9:clone_1131,1,0,9,Lgr4,13.123348,7.0647078
E7.5:injection9:clone_1132,0,5,3,Lrp2,6.758027,10.98532
E7.5:injection9:clone_1133,0,11,16,Fgfr1,8.731516,10.105653
E7.5:injection9:clone_1134,4,3,5,Lrp2,12.607548,3.9840052
E7.5:injection9:clone_1136,1,0,11,Fgfr1,13.711473,7.3774314
E7.5:injection9:clone_1137,4,3,5,Fzd2,12.072064,4.254054
E7.5:injection9:clone_1138,1,0,2,multi_gRNA,12.117294,9.065671
E7.5:injection9:clone_1139,1,0,9,Fzd2,13.5022955,7.842713
E7.5:injection9:clone_1140,10,14,21,Fgfr1,4.001181,6.671569
E7.5:injection9:clone_1143,0,2,6,NA,11.272185,10.248494
E7.5:injection9:clone_1145,4,3,5,Lgr4,11.92079,4.151469
E7.5:injection9:clone_1147,4,3,13,EGFP-1,13.887974,4.9842668
E7.5:injection9:clone_1148,0,2,6,Acvr2a,9.714757,9.995458
E7.5:injection9:clone_1149,1,0,2,Acvr2a,12.908222,8.606092
E7.5:injection9:clone_1152,1,0,2,Lrp2,12.936259,8.27037
E7.5:injection9:clone_1155,6,7,8,Lrp2,0.51062125,1.5710235
E7.5:injection9:clone_1158,0,5,3,Lrp2,8.0942545,11.137948
E7.5:injection9:clone_1159,0,2,6,Fzd2,10.006867,10.155526
E7.5:injection9:clone_1160,1,0,9,Fzd2,13.193957,7.073926
E7.5:injection9:clone_1161,0,2,7,multi_gRNA,9.325505,11.373816
E7.5:injection9:clone_1164,1,0,9,uncertain,13.664353,7.7059093
E7.5:injection9:clone_1169,1,0,10,EGFP-1,12.265111,5.872581
E7.5:injection9:clone_1172,1,0,9,Acvr2a,13.003257,7.349345
E7.5:injection9:clone_1175,4,3,5,multi_gRNA,12.738665,4.787026
E7.5:injection9:clone_1177,4,3,13,EGFP-1,13.781443,3.5132108
E7.5:injection9:clone_1183,4,3,5,EGFP-1,12.22984,3.4472742
E7.5:injection9:clone_1190,1,0,9,Fzd2,12.935318,6.46626
E7.5:injection9:clone_1192,0,5,3,EGFP-1,8.367561,11.199268
E7.5:injection9:clone_1195,0,2,7,multi_gRNA,9.543426,10.694515
E7.5:injection9:clone_1196,4,3,5,Acvr2a,12.458464,4.8273506
E7.5:injection9:clone_1197,4,0,5,Lrp2,12.991569,5.651499
E7.5:injection9:clone_1200,0,2,7,EGFP-1,8.88929,11.817316
E7.5:injection9:clone_1201,8,12,18,Acvr2a,4.0527477,4.8615685
E7.5:injection9:clone_1204,4,3,5,Lrp2,12.930868,5.033093
E7.5:injection9:clone_1212,0,11,16,Fgfr1,8.60621,9.991434
E7.5:injection9:clone_1214,0,2,7,multi_gRNA,8.990704,11.8255625
E7.5:injection9:clone_1216,1,0,11,Acvr2a,13.750182,8.5751295
E7.5:injection9:clone_1218,1,0,9,Lrp2,14.247999,7.0662313
E7.5:injection9:clone_1222,8,12,18,EGFP-1,2.3882666,4.3650217
E7.5:injection9:clone_1224,0,2,6,Lgr4,9.61734,9.999676
E7.5:injection9:clone_1231,0,5,3,Lgr4,7.5346546,11.813188
E7.5:injection9:clone_1255,0,11,16,Acvr2a,8.421264,9.510107
E7.5:injection9:clone_1264,1,0,11,Fgfr1,13.469256,7.9087863
E7.5:injection9:clone_178,3,9,14,Fzd2,-0.32389763,6.033167
E7.5:injection9:clone_206,1,0,9,Lrp2,13.698451,7.6945
E7.5:injection9:clone_232,2,1,1,Lrp2,11.3775835,0.95347726
E7.5:injection9:clone_235,0,2,7,Lrp2,9.367656,10.857493
E7.5:injection9:clone_251,3,9,14,Lgr4,-0.20717305,5.943414
E7.5:injection9:clone_265,1,0,2,Fzd2,12.938657,8.933769
E7.5:injection9:clone_280,6,7,8,EGFP-1,-1.0204173,1.9116563
E7.5:injection9:clone_285,1,0,10,Acvr2a,11.892557,7.217982
E7.5:injection9:clone_288,6,7,8,Lgr4,0.4378997,1.8236383
E7.5:injection9:clone_297,5,8,4,Fgfr1,8.102922,1.3166664
E7.5:injection9:clone_299,9,13,19,Acvr2a,-2.2007327,4.234478
E7.5:injection9:clone_319,9,13,19,multi_gRNA,-1.9048803,4.3660192
E7.5:injection9:clone_326,5,8,4,Lgr4,8.165591,1.4972426
E7.5:injection9:clone_331,5,8,4,Lgr4,7.961146,1.4751134
E7.5:injection9:clone_338,5,6,15,Lgr4,7.8953314,4.320393
E7.5:injection9:clone_346,6,7,8,Lgr4,-0.32227227,0.9578545
E7.5:injection9:clone_367,5,6,4,Acvr2a,9.630879,2.558052
E7.5:injection9:clone_374,6,7,8,Fgfr1,-1.24427,1.8448092
E7.5:injection9:clone_376,5,8,4,Acvr2a,8.052695,1.5980749
E7.5:injection9:clone_390,5,6,4,Acvr2a,9.549988,2.874924
E7.5:injection9:clone_403,6,7,8,Lgr4,-1.191811,1.9298522
E7.5:injection9:clone_433,6,7,8,Lrp2,0.11163079,1.5948099
E7.5:injection9:clone_435,5,6,4,Fzd2,9.646756,1.9121953
E7.5:injection9:clone_44,6,7,8,Acvr2a,-0.75156224,1.8776454
E7.5:injection9:clone_443,6,7,8,Acvr2a,-0.9278679,1.9628749
E7.5:injection9:clone_444,9,13,19,Lrp2,-2.3752367,4.0407076
E7.5:injection9:clone_449,5,6,4,Lrp2,9.554165,2.7885015
E7.5:injection9:clone_451,5,8,4,Fgfr1,8.697543,2.1316192
E7.5:injection9:clone_455,5,6,4,Lgr4,9.349757,2.2851279
E7.5:injection9:clone_469,5,6,4,EGFP-1,9.415009,2.6378582
E7.5:injection9:clone_470,0,2,7,Fgfr1,9.117761,10.992491
E7.5:injection9:clone_471,0,2,6,uncertain,11.013287,10.104206
E7.5:injection9:clone_473,6,7,8,Lrp2,-1.0302659,2.2878764
E7.5:injection9:clone_476,0,5,3,Lrp2,6.5270367,11.187064
E7.5:injection9:clone_479,5,6,4,Lgr4,9.556791,2.6139314
E7.5:injection9:clone_482,2,1,1,Lgr4,11.250833,0.4930622
E7.5:injection9:clone_488,6,7,8,Lgr4,-1.0730863,2.6428747
E7.5:injection9:clone_500,5,6,15,Acvr2a,8.56644,4.499998
E7.5:injection9:clone_501,6,7,8,multi_gRNA,-1.0431128,2.2623425
E7.5:injection9:clone_502,9,13,19,Fzd2,-2.718509,4.151753
E7.5:injection9:clone_503,2,1,0,Fzd2,11.811863,-0.26515615
E7.5:injection9:clone_504,2,1,0,Fgfr1,11.85364,0.2365839
E7.5:injection9:clone_505,2,1,0,Lrp2,11.831002,-1.1831398
E7.5:injection9:clone_506,9,13,19,Lrp2,-2.2545547,3.9337327
E7.5:injection9:clone_507,2,1,0,Acvr2a,11.245898,0.05022123
E7.5:injection9:clone_509,9,13,19,Lrp2,-2.1660695,3.965332
E7.5:injection9:clone_510,5,6,15,multi_gRNA,9.331045,3.435625
E7.5:injection9:clone_513,2,1,1,Fgfr1,10.985789,1.0003968
E7.5:injection9:clone_517,5,6,15,EGFP-1,9.458103,3.312843
E7.5:injection9:clone_518,9,13,19,Fzd2,-2.2736316,3.9826906
E7.5:injection9:clone_519,2,1,0,Acvr2a,11.302665,-0.76490355
E7.5:injection9:clone_520,2,1,1,Acvr2a,10.829434,0.81832796
E7.5:injection9:clone_521,6,7,8,EGFP-1,-0.6775856,2.3336694
E7.5:injection9:clone_522,5,6,15,Fgfr1,8.853109,4.6331596
E7.5:injection9:clone_523,2,1,0,Acvr2a,12.043896,-1.3655967
E7.5:injection9:clone_524,6,7,8,Lrp2,0.5355412,1.8978465
E7.5:injection9:clone_525,2,1,1,Lgr4,12.4702215,0.47838655
E7.5:injection9:clone_526,9,13,19,EGFP-1,-2.1902716,3.93372
E7.5:injection9:clone_527,2,1,0,Acvr2a,11.432453,-0.53473556
E7.5:injection9:clone_528,2,1,0,Acvr2a,12.0147705,-0.17204212
E7.5:injection9:clone_529,2,1,1,Fzd2,11.322539,0.83859724
E7.5:injection9:clone_530,5,6,15,Fgfr1,9.16647,3.771646
E7.5:injection9:clone_531,2,1,1,Fzd2,11.150379,1.5581667
E7.5:injection9:clone_532,6,7,8,EGFP-1,-1.1714932,2.8126998
E7.5:injection9:clone_533,2,1,0,Fzd2,11.825921,-0.8940648
E7.5:injection9:clone_535,2,1,1,Acvr2a,12.255605,0.753014
E7.5:injection9:clone_536,2,1,0,Acvr2a,12.390401,-0.47805226
E7.5:injection9:clone_537,9,13,19,Lrp2,-2.6105208,4.136107
E7.5:injection9:clone_538,5,6,4,Fgfr1,9.4784565,2.865457
E7.5:injection9:clone_540,2,1,0,Lrp2,11.733706,-1.7678535
E7.5:injection9:clone_541,5,8,4,Acvr2a,8.42956,0.78097385
E7.5:injection9:clone_542,2,1,0,Lgr4,11.415203,-1.8294257
E7.5:injection9:clone_544,2,1,0,EGFP-1,12.10646,-1.2915888
E7.5:injection9:clone_545,2,1,1,Lrp2,11.263262,0.76901406
E7.5:injection9:clone_546,9,13,19,Fgfr1,-2.338971,4.399434
E7.5:injection9:clone_547,5,6,15,Acvr2a,8.454541,3.711888
E7.5:injection9:clone_548,2,1,0,Acvr2a,11.985887,-0.48609683
E7.5:injection9:clone_550,9,13,19,Lgr4,-2.353497,4.0341635
E7.5:injection9:clone_551,2,1,0,Lgr4,11.066165,-0.9328933
E7.5:injection9:clone_552,5,8,4,Lgr4,8.39738,1.1382837
E7.5:injection9:clone_553,5,6,15,EGFP-1,8.701484,4.606431
E7.5:injection9:clone_554,9,13,19,Acvr2a,-2.280449,4.6576843
E7.5:injection9:clone_555,5,8,4,Fzd2,8.080182,2.6415114
E7.5:injection9:clone_556,5,6,4,Lgr4,9.344072,2.4607008
E7.5:injection9:clone_557,5,6,4,multi_gRNA,9.396615,2.4787426
E7.5:injection9:clone_558,9,13,19,Fgfr1,-2.1275995,4.134782
E7.5:injection9:clone_559,6,7,8,Acvr2a,-1.0234537,2.6119208
E7.5:injection9:clone_560,6,7,8,Acvr2a,-1.147985,2.176182
E7.5:injection9:clone_561,5,8,4,Lgr4,8.429701,1.4736558
E7.5:injection9:clone_563,2,1,1,Acvr2a,11.505152,0.38060233
E7.5:injection9:clone_567,2,1,0,EGFP-1,11.221638,-1.5401374
E7.5:injection9:clone_568,5,6,15,Fzd2,8.618879,4.8142924
E7.5:injection9:clone_569,5,6,15,Lgr4,8.407365,4.7017326
E7.5:injection9:clone_570,2,1,0,multi_gRNA,11.615395,-0.22547524
E7.5:injection9:clone_571,5,6,4,Lrp2,9.015066,2.2216792
E7.5:injection9:clone_572,9,13,19,Lrp2,-2.1042938,4.2096877
E7.5:injection9:clone_573,2,1,0,Acvr2a,11.648224,-1.6161705
E7.5:injection9:clone_575,5,8,4,EGFP-1,8.564149,1.2950531
E7.5:injection9:clone_576,2,1,0,Fgfr1,12.455189,-0.6214837
E7.5:injection9:clone_577,6,7,8,Fgfr1,-1.0650525,2.0618577
E7.5:injection9:clone_578,6,7,8,Fgfr1,-0.80146664,2.46819
E7.5:injection9:clone_579,9,13,19,Fgfr1,-2.6801116,4.3590827
E7.5:injection9:clone_580,2,1,0,Fzd2,11.607494,-1.9318335
E7.5:injection9:clone_581,2,1,1,Fgfr1,12.696693,-0.021885406
E7.5:injection9:clone_582,2,1,0,multi_gRNA,10.74339,-0.90830517
E7.5:injection9:clone_583,2,1,0,EGFP-1,11.635471,-1.3125505
E7.5:injection9:clone_585,5,8,4,Fgfr1,8.594656,1.7798328
E7.5:injection9:clone_586,2,1,0,EGFP-1,11.920167,-1.1603246
E7.5:injection9:clone_587,9,13,19,Fzd2,-2.680689,4.199221
E7.5:injection9:clone_588,6,7,8,Fgfr1,-0.6170519,1.8126152
E7.5:injection9:clone_589,5,8,4,Lgr4,8.60444,1.5318334
E7.5:injection9:clone_591,5,8,4,EGFP-1,8.835022,1.8132684
E7.5:injection9:clone_592,0,5,3,EGFP-1,6.803361,11.359866
E7.5:injection9:clone_593,5,6,15,Fzd2,9.237859,3.4336889
E7.5:injection9:clone_594,2,1,0,EGFP-1,11.321509,-1.2246753
E7.5:injection9:clone_595,9,13,19,Fgfr1,-2.453336,4.2691536
E7.5:injection9:clone_596,4,3,5,Lgr4,13.065839,4.5187283
E7.5:injection9:clone_597,5,8,4,Lgr4,8.468483,1.3545387
E7.5:injection9:clone_598,9,13,19,Acvr2a,-2.496036,3.8828585
E7.5:injection9:clone_599,6,7,8,Lgr4,-1.0562243,1.7898312
E7.5:injection9:clone_600,2,1,0,Acvr2a,11.956649,-0.82903993
E7.5:injection9:clone_603,5,6,15,Lgr4,8.728391,4.795825
E7.5:injection9:clone_604,9,13,19,EGFP-1,-2.4676085,4.3345876
E7.5:injection9:clone_605,5,6,4,Lgr4,9.532385,2.9908159
E7.5:injection9:clone_606,9,13,19,Lrp2,-2.1564844,4.225158
E7.5:injection9:clone_607,2,1,0,Acvr2a,11.245142,-1.6966808
E7.5:injection9:clone_610,9,13,19,Lgr4,-2.290971,4.18814
E7.5:injection9:clone_611,4,3,5,Fzd2,12.775037,5.7940335
E7.5:injection9:clone_612,5,6,15,Fzd2,9.287538,3.475887
E7.5:injection9:clone_614,6,7,8,Acvr2a,-0.07910142,1.8281643
E7.5:injection9:clone_615,9,13,19,Lrp2,-2.8738039,4.262337
E7.5:injection9:clone_616,6,7,8,EGFP-1,-0.45606855,1.9227351
E7.5:injection9:clone_617,5,6,15,Lrp2,9.057046,4.397725
E7.5:injection9:clone_618,2,1,0,EGFP-1,12.203882,-0.8566479
E7.5:injection9:clone_619,5,6,15,Acvr2a,8.809567,4.265838
E7.5:injection9:clone_623,6,7,8,Lgr4,-0.9230453,2.6121988
E7.5:injection9:clone_624,2,1,0,Lgr4,11.111012,-1.1840532
E7.5:injection9:clone_625,5,6,15,Fzd2,9.2715025,3.5426443
E7.5:injection9:clone_626,5,6,15,Fgfr1,9.20272,4.7815185
E7.5:injection9:clone_628,2,1,0,Fgfr1,10.972569,-1.003318
E7.5:injection9:clone_630,5,6,15,multi_gRNA,9.307308,3.336426
E7.5:injection9:clone_635,9,13,19,EGFP-1,-2.0820374,4.171841
E7.5:injection9:clone_636,9,13,19,Fzd2,-2.579651,4.0908656
E7.5:injection9:clone_637,2,1,0,Fgfr1,11.220315,-1.612096
E7.5:injection9:clone_639,2,1,1,Lgr4,11.106371,1.9751977
E7.5:injection9:clone_641,9,13,19,Acvr2a,-2.2193878,4.2411733
E7.5:injection9:clone_642,5,6,15,EGFP-1,8.353044,4.6839404
E7.5:injection9:clone_645,2,1,0,Lrp2,10.860894,-1.2535434
E7.5:injection9:clone_648,2,1,0,Acvr2a,11.526914,-1.6937627
E7.5:injection9:clone_649,9,13,19,EGFP-1,-2.403212,3.98725
E7.5:injection9:clone_650,2,1,0,Fzd2,12.227189,-0.7444516
E7.5:injection9:clone_651,5,8,4,Fzd2,8.578965,1.2163944
E7.5:injection9:clone_652,5,6,15,Lgr4,9.051098,3.567332
E7.5:injection9:clone_654,2,1,0,Lgr4,11.816814,-0.31157047
E7.5:injection9:clone_655,2,1,1,Fzd2,12.530335,0.3634354
E7.5:injection9:clone_656,9,13,19,Fgfr1,-2.0480752,4.170867
E7.5:injection9:clone_657,6,7,8,Fgfr1,-0.31242457,1.1768227
E7.5:injection9:clone_658,2,1,1,Lgr4,11.007102,1.0992877
E7.5:injection9:clone_660,2,1,0,Lrp2,11.226405,-0.18049537
E7.5:injection9:clone_663,1,0,9,Fzd2,13.633408,5.9534135
E7.5:injection9:clone_664,9,13,19,Fgfr1,-2.3125992,3.9925535
E7.5:injection9:clone_665,2,1,1,Acvr2a,11.739847,1.3758752
E7.5:injection9:clone_666,2,1,1,Lgr4,12.033799,0.9250282
E7.5:injection9:clone_667,5,6,15,Fgfr1,9.047511,3.459877
E7.5:injection9:clone_668,5,6,15,Lgr4,8.6093855,4.954696
E7.5:injection9:clone_669,5,6,15,Fgfr1,9.451989,3.3652022
E7.5:injection9:clone_670,2,1,0,Acvr2a,10.85767,-0.9376831
E7.5:injection9:clone_672,4,3,13,Fzd2,13.111167,3.571681
E7.5:injection9:clone_673,5,8,4,EGFP-1,8.884699,2.2443705
E7.5:injection9:clone_675,2,1,1,Acvr2a,12.397356,0.4852966
E7.5:injection9:clone_676,9,13,19,Acvr2a,-2.6782837,4.1464067
E7.5:injection9:clone_677,4,3,5,Fzd2,12.257714,4.5302773
E7.5:injection9:clone_679,9,13,19,Acvr2a,-2.491892,4.1809473
E7.5:injection9:clone_680,5,6,15,Fgfr1,8.312799,4.316617
E7.5:injection9:clone_681,5,6,4,EGFP-1,9.233304,2.85734
E7.5:injection9:clone_682,1,0,9,Lgr4,13.777015,6.742768
E7.5:injection9:clone_683,9,13,19,Fgfr1,-2.4911213,4.093917
E7.5:injection9:clone_684,2,1,0,Lrp2,11.374944,-1.556527
E7.5:injection9:clone_689,2,1,0,EGFP-1,10.817817,-0.9687667
E7.5:injection9:clone_690,9,13,19,Fgfr1,-2.0114176,4.403958
E7.5:injection9:clone_691,9,13,19,Acvr2a,-2.3767128,3.8742614
E7.5:injection9:clone_693,9,13,19,Fzd2,-2.4284344,4.3788037
E7.5:injection9:clone_696,1,0,9,Fzd2,13.926201,6.9125504
E7.5:injection9:clone_697,5,8,4,EGFP-1,8.298221,1.7888185
E7.5:injection9:clone_698,5,8,4,Fgfr1,8.467766,1.6320573
E7.5:injection9:clone_700,0,2,7,Acvr2a,10.041398,11.577134
E7.5:injection9:clone_701,5,6,15,Lgr4,9.561727,3.1460752
E7.5:injection9:clone_704,5,6,4,Lrp2,9.265464,2.4685664
E7.5:injection9:clone_705,2,1,1,EGFP-1,11.122649,0.82396
E7.5:injection9:clone_706,2,1,1,Acvr2a,12.177022,0.82487565
